,imdb_id,imdb_n_comment,imdb_score,name,rating_people,score,上映日期,主演,制片国家/地区,又名,导演,片长,类型,编剧,语言,主演人数,r5,r4,r3,r2,r1
0, tt1587878,222,7,团圆,4247,7.6, 2013-09-19(中国大陆) / 2010-02-11(柏林电影节), 卢燕 / 凌峰 / 徐才根 / 马晓晴 / 莫小棋, 中国大陆, Apart Together, 王全安, 97分钟, 剧情 / 家庭, 金娜 / 王全安, 上海话 / 汉语普通话,5,0.177,0.497,0.283,0.034,0.008
1, tt1810602,999,6,非诚勿扰2,216051,6.5, 2010-12-22(中国大陆), 葛优 / 舒淇 / 孙红雷 / 姚晨 / 安以轩 / 邵兵 / 廖凡 / 邬逸聪 / 关晓彤 / 窦文涛 / 赵宝刚  / 乐嘉 / 张馨予 / 张涵予 / 李晨, 中国大陆, 不省心 / If You Are The One 2, 冯小刚, 120分钟, 喜剧 / 爱情, 王朔 / 冯小刚, 汉语普通话,15,0.077,0.285,0.486,0.124,0.029
2,,,,无蝉的夏天,1126,8.3, 2010-03-19, 吕聿来 / 田璐菡, 中国大陆, At that Summer, 苗月, 94分钟,, 韦华, 普通话/国语 / 四川话,2,0.357,0.459,0.169,0.009,0.006
3, tt1123373,8456,6.6,狄仁杰之通天帝国,138469,6.4, 2010-09-29(中国大陆) / 2010-09-05(威尼斯电影节), 刘德华 / 刘嘉玲 / 李冰冰 / 梁家辉 / 邓超 / 泰迪·罗宾 / 吴耀汉 / 姚橹 / 刘金山 / 马今, 中国大陆 / 香港, 通天神探狄仁杰 / Detective Dee and the Mystery of the Phantom Flame, 徐克, 123分钟, 剧情 / 动作 / 悬疑 / 犯罪 / 古装, 张家鲁 / 陈国富, 汉语普通话 / 粤语,10,0.044,0.27,0.543,0.122,0.022
4, tt2842698,12,6.2,我是植物人,1974,7.5, 2010-10-15, 李乃文 / 冯波, 中国大陆, Vegetate, 王竞, 98分钟, 剧情, 谢晓东 / 周展, 汉语普通话,2,0.158,0.486,0.321,0.03,0.006
5, tt2062659,18,6.8,太阳总在左边,689,7.6,2010, 益西兰周 / 罗后杰 / 尕藏仁青, 中国大陆, The Sun Beaten Path, 松太加, 89分钟, 剧情, 松太加, 藏语,3,0.203,0.46,0.273,0.055,0.009
6, tt1722513,532,5.8,刀见笑,21627,5.7, 2011-03-17(中国大陆) / 2010-09-16(多伦多国际电影节), 安藤政信 / 张雨绮 / 游本昌 / 刘晓晔 / 徐冲 / 韩鹏翼 / 刘桦 / 宁浩 / 熊欣欣 / 董立范, 中国大陆 / 香港 / 美国," The Butcher, the Chef, and the Swordsman / Legend Of The Kitchen Knife / Leave It To Cleaver", 乌尔善, 93分钟, 喜剧 / 动作 / 古装, 张嘉佳 / 唐缺 / 马洛杉 / 乌尔善, 汉语普通话,10,0.056,0.211,0.389,0.22,0.124
7, tt2111368,8,6.6,盲人电影院,548,7,, 刘园园 / 王劲松 / 周一围 / 金士杰 / 热依扎, 中国大陆, My Spectacular Theatre, 路阳, 120分钟, 剧情, 陈舒, 汉语普通话,5,0.131,0.369,0.394,0.084,0.022
8, tt1773370,167,6,喋血孤城,6736,7.3, 2010-08-19, 吕良伟 / 安以轩 / 袁文康 / 杨紫 / 谢孟伟 / 范雷 / 刘奕君, 中国大陆, 常德大血战 / 卫战 / Death and Glory in Changde, 沈东, 88分钟, 剧情 / 历史 / 战争, 马维干 / 连秀凤 / 沈东, 汉语普通话,7,0.145,0.417,0.367,0.059,0.011
9,,,,鲜花,463,8.4, 2009-05-01(中国大陆), 茹扎·达吾列提 / 法蒂哈·马力克 / 阿力木江·吐尔斯拜克, 中国大陆, Flower, 西尔扎提·亚合甫, 95分钟, 剧情, 黄丹, 汉语普通话,3,0.408,0.426,0.141,0.018,0.006
10,,,,不是闹着玩的,3728,7.2, 2010-06-10, 李易祥 / 于根艺 / 曹随风 / 田华, 中国大陆, No Kidding, 卢卫国, 90分钟, 喜剧, 卢卫国, 普通话/国语 / 河南方言,4,0.17,0.394,0.34,0.067,0.029
11, tt1900965,0,-1,河流和我的父亲,176,7.6, 2010-10-25, 维克托·钱德勒 / 海海, 中国大陆, Rivers and my father, 李珞, 75分钟, 剧情,, 武汉话 / 英语,2,0.159,0.508,0.295,0.03,0.008
12, tt1764492,31,5.7,密室之不可告人,15545,5.8, 2010-10-29, 苏有朋 / 吴佩慈 / 胡明 / 林龙麒, 中国大陆, Lost In Panic Room, 张番番, 95分钟, 悬疑 / 惊悚, 小雨 / 贯越, 普通话/国语,4,0.03,0.179,0.51,0.213,0.068
13, tt2193269,33,4.5,喜羊羊与灰太狼之虎虎生威,14529,6.8, 2010-01-29(中国大陆), 谢天华 / 王祖蓝 / 邓丽欣 / 麦长青 / 曾佩仪, 中国大陆, 喜羊羊与灰太狼2之虎胆羊威(港) / 喜羊羊与灰太狼2：虎虎生威 / Pleasant Goat And Big Big Wolf 2, 赵崇邦, 89分钟, 动画 / 儿童,, 汉语普通话 / 粤语,5,0.109,0.336,0.435,0.087,0.033
14, tt1621780,534,5.2,杜拉拉升职记,167835,5.7, 2010-04-15(中国大陆), 徐静蕾 / 黄立行 / 莫文蔚 / 吴佩慈 / 李艾 / 王菁锳 / 罗异, 中国大陆, Go LaLa Go!, 徐静蕾, 105分钟, 剧情 / 喜剧 / 爱情, 王芸 / 赵梦 / 徐静蕾, 汉语普通话 / 英语,7,0.028,0.15,0.519,0.233,0.069
15, tt1497623,11,5.5,米香,1278,7.3, 2010-09-29, 陶红 / 孙亮 / 王菁华 / 潘泰名, 中国大陆 / 法国, Death Dowry, 王洪飞 / 白海滨, 95分钟, 剧情, 谷小妮 / 傅爱毛, 四川话 / 河南话 / 汉语普通话,4,0.108,0.46,0.392,0.034,0.006
16, tt1726738,1744,6.2,赵氏孤儿,110417,5.8, 2010-12-04(中国大陆), 葛优 / 王学圻 / 黄晓明 / 范冰冰 / 海清 / 赵文浩 / 王翰 / 赵文卓 / 鲍国安 / 张丰毅, 中国大陆, Sacrifice, 陈凯歌, 123分钟, 剧情 / 动作 / 历史 / 武侠 / 古装, 陈凯歌 / 高璇 / 任宝茹 / 赵宁宇, 汉语普通话,10,0.025,0.169,0.556,0.204,0.046
17, tt1639822,68,5.2,爱出色,42832,6, 2010-11-09(中国大陆), 姚晨 / 刘烨 / 陈冲 / 朱虹 / 莫小棋 / 王喜 / 苏芒 / 洪晃 / 高圆圆 / 吕燕 / 俞飞鸿 / Zing / 岳敏君 / 林芮西, 中国大陆, 我的天空 / Color Me Love, 陈奕利, 101分钟, 喜剧 / 爱情, 陈奕利 / 宁财神, 汉语普通话 / 英语,14,0.033,0.186,0.547,0.19,0.043
18, tt1805334,20,6.2,迷城,4759,5.9, 2010-10-22, 霍思燕 / 郭晓然 / 葛思然 / 唐以诺, 中国大陆, Distant Thunder, 章家瑞, 97分钟, 剧情, 邱刚健 / 章家瑞 / 袁大举, 汉语普通话,4,0.058,0.198,0.459,0.216,0.068
19, tt1754001,20,5.8,康定情歌,4023,6.5, 2010-11-05, 苏有朋 / 居文沛 / 蒲巴甲 / 翁虹 / 卢奇 / 何政军 / 张光北 / 吴军 / 马以 / 谢润 / 袁霆, 中国大陆, 新康定情歌, 江平, 105分钟, 剧情 / 战争 / 冒险, 朱苹, 汉语普通话,11,0.101,0.279,0.427,0.143,0.05
20, tt2111347,0,-1,老驴头,212,7.8,, 马新春 / 张敏, 中国大陆, The Old Donkey, 李睿珺, 112min, 剧情, 李睿珺, 普通话/国语,2,0.213,0.523,0.226,0.032,0.006
21, tt1744790,32,7.7,万重浪 Ten Thousand Waves,130,7.3,2010, 张曼玉 / 赵涛, 英国, 万层浪 / 浪, Isaac Julien, 55分钟, 剧情,, 汉语普通话 / 英语,2,0.216,0.371,0.289,0.072,0.052
22, tt3924826,11,3.6,我的美女老板,19377,4.9, 2010-07-30(中国大陆), 何润东 / 景甜 / 印小天 / 包小柏 / 吴大维 / 范明 / 陶虹 / 吴辰君 / 李子雄, 中国大陆, My Belle Boss / My Belle Beauty, 李虹, 104分钟, 剧情, 燕子, 汉语普通话,9,0.019,0.08,0.392,0.336,0.172
23, tt1713439,8,6,老那,273,7.9, 2010-10-18(中国大陆), 刘浩, 中国大陆, Addicted to Love, 刘浩,, 剧情, 刘浩, 汉语普通话,1,0.264,0.473,0.224,0.03,0.01
24, tt1943048,189,5.1,武林外传,127156,6.4, 2011-01-26(中国大陆), 闫妮 / 姚晨 / 沙溢 / 喻恩泰 / 倪虹洁 / 姜超 / 肖剑 / 岳跃利 / 王磊 / 午马, 中国大陆, 武林外传电影版 / My Own Swordsman The Movie, 尚敬, 92分钟, 喜剧 / 动作 / 古装, 宁财神, 汉语普通话,10,0.079,0.257,0.489,0.143,0.032
25, tt1664629,26,5,A面B面,7613,5.7, 2010-04-30, 陈晓东 / 张静初 / 芙蓉姐姐 / 袁文康 / 孔维 / 邓家佳 / 任泉 / 王洛勇 Luoyong Wang, 中国大陆, The Double Life, 宁瀛,, 剧情 / 喜剧, 陈金海, 汉语普通话,8,0.048,0.178,0.431,0.253,0.09
26,,,,坏诗人,68,8.3,2010, yang li / liu hui / sean zhang, 中国大陆, Bad Poets, 乌青,, 纪录片, 乌青 / fenlei / liuhui, 汉语普通话,3,0.462,0.288,0.231,0,0.019
27,,,,在清朝,,,2018,, 中国大陆,, 贾樟柯,, 喜剧 / 武侠 / 古装, 贾樟柯, 汉语普通话,0,0,0,0,0,0
28,,,,黑猫警长电影版,2260,5.5, 2010-04-23(中国大陆), 吴磊 / 李扬 / 大山 / 林妙可 / 鞠萍, 中国大陆, 黑猫警长 / 黑猫警长2010电影版 / Det. Black Cat / Mr. Black, 戴铁郎, 78分钟, 剧情 / 动画, 戴铁郎, 汉语普通话,5,0.113,0.128,0.358,0.178,0.223
29,,,,一只狗的大学时光,2380,6.3, 2010-09-03, 薛之谦 / 林园 / 王学兵, 中国大陆,, 卢正雨, 96分钟, 剧情 / 喜剧 / 爱情, 卢正雨, 汉语普通话,3,0.106,0.249,0.413,0.159,0.073
30, tt1825731,223,4,大笑江湖,58523,4.5, 2010-12-03(中国大陆) / 2011-01-21(台湾), 小沈阳 / 林熙蕾 / 赵本山 / 程野 / 陈志朋 / 徐少强 / 吴宗宪 / 曾志伟 / 梁家仁 / 恬妞 / 毕畅 / 翟星月 / 小小彬 / 黄一飞, 中国大陆 / 台湾, Just Call Me Nobody, 朱延平, 93分钟, 动作 / 古装, 宁财神, 汉语普通话,14,0.017,0.063,0.335,0.349,0.237
31, tt1719605,77,6.6,红灯梦,3050,6.8, 2010-11-01, 赵骏 / 王蓝淇 / 蒋熹多 / 季勤 / 晓庆 / 大冢匡将, 中国大陆, Red Light Revolution, 司马优, 91 分钟, 喜剧, 司马优, 汉语普通话,6,0.086,0.357,0.442,0.091,0.024
32, tt1500177,130,6.6,豆满江 ???,119,8.3, 2010-02-14(柏林电影节) / 2011-03-17(韩国), 尹兰, 韩国 / 法国, 图们江 / Dooman River, 张律, 89分钟, 剧情, 张律, 韩语,1,0.322,0.529,0.138,0.011,0
33,,,,举起手来2：追击阿多丸号,13405,4.2, 2010-09-09(中国大陆), 潘长江 / 郭达 / 刘小微, 中国大陆, 举起手来（之二）：追击阿多丸 / Track Aduowan / Hands Up 2, 冯小宁, 91分钟, 喜剧, 冯小宁, 汉语普通话,3,0.027,0.061,0.261,0.303,0.348
34, tt1460743,6181,6.9,剑雨,96245,6.9, 2010-09-28(中国大陆), 杨紫琼 / 郑雨盛 / 王学圻 / 徐熙媛 / 余文乐 / 戴立忍 / 鲍起静 / 林熙蕾 / 郭晓东 / 江一燕 / 吴佩慈 / 李宗翰 / 金士杰 / 吴飞霞, 中国大陆 / 香港 / 台湾, 剑雨江湖 / Reign of Assassins, 苏照彬, 117分钟, 动作 / 武侠 / 古装, 苏照彬, 汉语普通话,14,0.103,0.363,0.434,0.084,0.016
35, tt1754743,12,5.6,小东西,342,6.2,2010, 托马斯-路德维得 / 毛 焰 / 金 子, 中国大陆, Thomas Mao, 朱文, 77分钟, 剧情, 朱文, 普通话/国语,3,0.078,0.263,0.404,0.207,0.048
36, tt1646123,146,6.5,日照重庆,17931,6.4, 2010-11-05, 王学圻 / 秦昊 / 范冰冰 / 王奎荣 / 丁嘉丽 / 李菲儿 / 李玲玉 / 张嘉译 / 王紫逸, 中国大陆, Chongqing Blues, 王小帅, 111分钟, 剧情, 杨翌舒 / 王小帅, 汉语普通话,9,0.054,0.268,0.524,0.129,0.024
37, tt1862058,19,5.1,跟我的前妻谈恋爱,14467,5.4, 2010-10-22, 陈坤 / 袁泉 / 陆毅 / 吴天瑜, 中国大陆 / 香港 / 韩国, 恋爱吧 / 翻叮我老婆 / My Ex-Wife's Wedding, 李公乐, 93分钟, 剧情 / 爱情, 司徒锦源 / 邓力奇 / 朱文, 汉语普通话,4,0.028,0.124,0.458,0.292,0.098
38, tt1810858,279,5,西风烈,28198,5.9, 2010-10-28, 段奕宏 / 倪大红 / 吴京 / 张立 / 吴镇宇 / 余男 / 夏雨 / 杨采妮, 中国大陆, 四大名捕 / Wind Blast, 高群书, 118分钟, 剧情 / 动作 / 犯罪 / 西部, 高群书, 汉语普通话,8,0.047,0.202,0.458,0.218,0.075
39,,,,孩子那些事儿,188,7.7,2010, 邱文熠, 中国大陆, 五年级四班 / 孩子那些事, 王竞,, 剧情 / 喜剧 / 家庭 / 儿童, 王竞 / 杨筱艳, 汉语普通话,1,0.235,0.445,0.277,0.034,0.008
40, tt2437848,0,-1,永生羊,165,7.8, 2010-10-29, 玛尔江·巴依吐肯 / 阿布都瓦依提·艾比包 / 再依乃莆·艾勒木塔依 / 努尔兰·阿里木江 / 艾孜麦提·哈山 / 别克包拉提·朱玛汗, 中国大陆, An Eternal Lamb, 高峰,, 剧情, 叶尔克西·胡尔曼别克, 哈萨克语,6,0.237,0.421,0.325,0.018,0
41, tt1795051,11,5.4,寻欢作乐,164,6.9,2010, 沈绍裘 / 邱宏 / 刘彦斐 / 粟庆贻, 中国大陆, The High Life, 赵大勇,,, 赵大勇, 普通话/国语 / 粤语,4,0.058,0.471,0.355,0.091,0.025
42,,,,外滩佚事,975,6.6, 2010-10-12, 金士杰 / 许玮甯 / 罗瑶, 中国大陆, 外滩 / 外滩轶事 / The Bund 1843-1945 / 外滩侧影, 周兵, 87分钟, 纪录片,, 汉语普通话,3,0.1,0.292,0.445,0.13,0.033
43,,,,大国手之天下无敌,532,7.1, 2010-12-16, 程皓枫 / 章贺 / 付聪, 中国大陆, Master of Go - Second to None, 萧锋, 89分钟, 剧情 / 历史 / 古装, 李宪 / 刘庸, 汉语普通话,3,0.144,0.36,0.428,0.044,0.023
44,,,,陈景润,64,9,, 刘己 / 田玲, 中国大陆,, 丁祝明 / 刘己,, 剧情 / 传记, 李岩希 / 冯俐, 普通话/国语,2,0.652,0.261,0.065,0,0.022
45, tt2089720,54,6.5,老狗,586,7.6,2011, 洛杰 / 旦正措 / 卓玛加, 中国大陆, Old Dog, 万玛才旦, 93分钟, 剧情, 万玛才旦, 藏语,3,0.17,0.49,0.306,0.032,0.002
46,,,,爱情维修站,8727,5.6, 2010-10-21, 郭涛 / 胡静 / 周伟彤 / 张丹峰 / 宋轶 / 英达 / 蔡少芬 / 张晋 / 谢园 / 苑琼丹 / 李菁 / 张海燕 / 牛犇, 中国大陆,, 王宁, 100分钟, 剧情, 王宁, 汉语普通话,13,0.03,0.142,0.519,0.235,0.074
47, tt2374914,60,7.3,活该你单身,11629,5, 2010-06-15(中国大陆) / 2010-06-13(上海电影节), 贺军翔 / 林心如 / 吴大维 / 高菲 / 陆超 / 爱戴 / 王刚 / 陶虹 / 赵雅芝 / 何洁, 中国大陆, You Deserve To Be Single, 蔡心,, 喜剧 / 爱情, 蔡心, 汉语普通话,10,0.016,0.083,0.436,0.324,0.14
48, tt2674496,5,6.2,玩酷青春,2405,6.4, 2010-09-10, 吕丽萍 / 郭涛 / 盛冠森 / 李滨 / 大冢匡将, 中国大陆, City Monkey, 孔令晨, 90分钟, 剧情 / 家庭 / 运动, 袁野 / 谭琛 / 孔令晨, 汉语普通话 / 日语 / 北京话 / 东北话,5,0.07,0.262,0.504,0.127,0.037
49, tt1664641,86,5,东风雨,17242,5.4, 2010-04-21, 柳云龙 / 范冰冰 / 竹本孝之 / 李小冉 / 于荣光 / 英达 / 曾江 / 方芳 / 矢野浩二 / 木幡龙 / 三浦研一 / 刘璇 / 蒲巴甲 / 王宝强, 中国大陆, 东风·雨 / East Wind Rain, 柳云龙, 117分钟, 剧情, 杨健, 汉语普通话 / 日语,14,0.029,0.132,0.462,0.287,0.09
50,,,,不要摄像机,642,8.1, 2010-06-25, 庄奕斌 / 庄江航 / 李季, 中国大陆, no camera but shoot, 庄奕斌 / 余五弟,,, 庄奕斌 / 朱文轩, 普通话/国语,3,0.38,0.375,0.187,0.049,0.01
51, tt1756773,89,4,唐伯虎点秋香2之四大才子,23058,4, 2010-07-08(香港), 黄晓明 / 周立波 / 任贤齐 / 陈百祥 / 张静初 / 朱咪咪 / 樊少皇 / 郑祖 / 张达明 / 罗家英 / 高亚麟 / 吴耀汉 / 田启文 / 苑琼丹, 中国大陆 / 香港, 唐伯虎点秋香2 / Flirting Scholar 2, 李力持, 102分钟, 喜剧 / 古装, 曾瑾昌 / 李力持 / 李思臻, 汉语普通话 / 粤语,14,0.013,0.041,0.24,0.349,0.358
52,,,,爱情36计,4982,5, 2010-11-09(中国大陆), 刘桦 / 陈晓东 / 田中千绘 / 孙兴 / 周晓鸥 / 吴京 / 谢娜 / 董勇 / 李光洁 / 黄娟 / 王迅, 中国大陆, 爱情三十六计 / Love Tactics, 吴兵, 98分钟, 喜剧 / 爱情, 吴兵, 汉语普通话,11,0.02,0.081,0.42,0.35,0.129
53, tt6141382,0,-1,庐山恋2010,7900,4.9, 2010-10-05, 秦岚 / 李晨 / 方中信 / 张瑜, 中国大陆, Love on Lushan Mountian 2010, 张瑜, 93分钟, 剧情 / 爱情, 速曼, 汉语普通话,4,0.015,0.076,0.393,0.357,0.159
54, tt1646214,493,5.9,恋爱通告,94419,5.9, 2010-08-12, 王力宏 / 刘亦菲 / 曾轶可 / 陈汉典 / 陈冲 / 乔振宇 / 谢娜 / 谢园 / 方大同, 台湾 / 中国大陆, 玩转大明星 / Love in Disguise / Love Announcement, 王力宏, 99分钟, 喜剧 / 爱情, 杜欣怡 / 陈虹洁 / 王力宏, 汉语普通话,9,0.062,0.185,0.477,0.211,0.066
55,,,,初见：最初的梦想,282,7.1, 2010-10-01, 欧阳泊辰 / 王驰 / 郭恒 / 王晓君 / 阿仁, 中国大陆, 静电影《初见》篇章三《最初的梦想》, 兰波, 52分钟,, 施柏楚, 普通话/国语,5,0.198,0.379,0.28,0.082,0.06
56, tt1777620,17,5.2,梦回金沙城,722,4.6, 2010-07-10(中国大陆), 詹佳 / 沈达威 / 程玉珠 / 张欣 / 谢天添 / 姜玉玲 / 王肖兵 / 胡平智 / 吴磊 / 徐刚, 中国大陆, The Dreams of Jinsha / Meng Hui Jin Sha Cheng, 陈德明, 85分钟, 剧情 / 动画 / 奇幻, 苏晓虹, 汉语普通话,10,0.058,0.071,0.278,0.303,0.29
57,,,,坏孩子的秋天,263,7.5, 暂无, 肖政 / 施大生 / 贾媛媛 / 王静, 中国大陆,, 邓科,90, 剧情 / 儿童, 陆长河, 汉语普通话,4,0.22,0.424,0.28,0.059,0.017
58, tt2857342,7,5,绑架冰激凌,3127,4.9, 2010-12-31, 巫刚 / 杜汶泽 / 孙兴 / 赵美彤 / 瞿颖 / 叶一茜 / 李菲儿 / 刘磊 / 苏青 / 王文林 / 林苑, 中国大陆,, 古宇, 90分钟, 喜剧, 查慕春 / 荣雪莹, 汉语普通话,11,0.025,0.092,0.38,0.327,0.176
59, tt1726640,0,-1,感情生活,1570,5.3, 2010-05-15, 夏雨 / 明道 / 姚星彤 / 戴君竹 / 贾媛媛, 中国大陆, Life of Sentime, 杨竞泽, 90分钟, 剧情, 马俪文 / 杨竞泽, 汉语普通话,5,0.028,0.135,0.437,0.28,0.12
60, tt2049598,30,2.2,嘻游记,16544,3.4, 2010-07-02, 徐峥 / 谢娜 / 黄奕 / 邱胜翊 / 应采儿 / 何炅 / 孙兴 / 杜海涛 / 李维嘉 / 王晶 / 黄一飞 / 戎祥, 中国大陆, 武林笑传 / The Swordman Dream, 钟少雄, 105分钟, 喜剧, 李海蜀 / 黄彦威, 汉语普通话,12,0.012,0.023,0.15,0.269,0.546
61,,,,初见：停滞的时光,1323,7.5, 2010-07-16, 王驰 / 欧阳泊辰 / 郭恒, 中国大陆, 静电影《初见》篇章一《停滞的时光》, 兰波, 84分钟, 剧情, 施柏楚, 汉语普通话,3,0.233,0.398,0.273,0.077,0.02
62, tt2014268,18,7.7,童年的稻田 La rizière,91,7.6, 2012-05-02(法国), Xiang Chuifen / Shi Guangjin / Wu Shenming / Yang Xiaoyuan / O. Xuexin, 法国, 田 / The Rice Paddy / Tian Ge, 朱小玲, 82分钟, 剧情, 朱小玲 / Simon Pradinas, 汉语普通话,5,0.235,0.412,0.265,0.088,0
63, tt1509284,39,8,我爱你妈妈 Wo ai ni mommy,67,8, 2010-08-31, 芳穗泳 / Donna Sadowsky / Jeff Sadowsky / Amanda Baden / Faith Sadowsky, 美国," I Love You,Mommy", Stephanie Wang-Breal,77, 纪录片,, 普通话/国语 / 英语 / 粤语,5,0.196,0.63,0.174,0,0
64, tt1907717,88,5.6,龙凤店,27375,4.9, 2010-08-19(中国大陆), 徐熙媛 / 任贤齐 / 霍思燕 / 陈百祥 / 罗家英 / 巩新亮 / 梁小龙 / 潘长江 / 赵志凌 / 黄晓明 / 周立波 / 何云伟 / 林威 / 刘亚津, 香港 / 中国大陆, Adventure of The King, 钟澍佳, 104分钟, 喜剧 / 爱情 / 古装, 陈文强 / 曾瑾昌 / 李思臻, 汉语普通话 / 粤语,14,0.013,0.066,0.412,0.36,0.149
65,,,,山楂树,152,7.3,2004, 金道鑫鑫 / 殷硕 / 袁光 / 朱亚文, 中国大陆,, 胡雪杨 / 秦晔,,, 邵勇为, 普通话/国语,4,0.192,0.375,0.365,0.048,0.019
66, tt4270866,5,6.6,精舞门2,3158,4.7, 2010-06-10, 陈柏霖 / 谢天华 / 林正豪 / 周奇奇 / 王子 / 石天琦 / 刘姝嫚 / 林正豪, 中国, Kung Fu Hip-hop 2, 刘宝贤,,, 杨子, 汉语普通话,8,0.032,0.072,0.332,0.321,0.243
67, tt2027223,18,5.3,魔侠传之唐吉可德,6020,4.3, 2010-10-15, 郭涛 / 林嘉欣 / 王刚 / 刘桦 / 李菁 / 海一天 / 苗圃 / 秦沛 / 英壮 / 王双宝 / 巴多 / 那威 / 莫小棋 / 戎祥 / 冯砾 / 洪剑涛, 中国大陆, 唐吉可德 / Don Quixote, 阿甘, 107分钟, 剧情 / 喜剧 / 动作 / 爱情 / 武侠 / 古装, 俞白眉, 汉语普通话,16,0.032,0.082,0.243,0.311,0.332
68,,,,大国手之胜者为王,394,7.3,, 程皓枫 / 章贺, 中国大陆,, 萧锋, 89分钟, 剧情 / 历史 / 古装, 李宪 / 刘庸, 汉语普通话,2,0.148,0.39,0.434,0.014,0.014
69, tt2044847,26,5.2,七小罗汉,3685,4.9, 2010-07-23, 曾志伟 / 陈思诚 / 牛萌萌 / 马健 / 东方闻樱 / 王浩 / 张真 / 贾惠景 / 王劲 / 赵一龙 / 王怡东 / 傅家缘, 中国大陆,, 傅华阳, 86分钟, 喜剧 / 动作, 宁财神, 汉语普通话,12,0.024,0.089,0.378,0.334,0.175
70, tt1556143,61,6.2,歌舞青春,3410,3.9, 2010-08-10, 张峻宁 / 马梓涵 / 袁成杰 / 顾璇 / 刘维 / 林琪 / 孙楠 / 郭德纲, 中国大陆,, 陈士铮,, 歌舞, 林黎, 汉语普通话,8,0.037,0.066,0.186,0.253,0.459
71,,,,尼玛的夏天,176,5.8, 2010-10-18, 尼玛, 中国大陆,, 蒋骅, 90分钟, 剧情 / 儿童, 刘乃艺 / 高超 / 贾恰 / 王靖, 普通话/国语,1,0.106,0.146,0.415,0.211,0.122
72,,,,铠甲勇士之帝皇侠,710,5.4, 2010-01-23(中国大陆), 唐禹哲 / 袁成杰 / 陈真希, 中国大陆, 铠甲勇士 / 铠甲勇士之皇帝侠, 郑国伟, 110分钟, 科幻, 曹薇薇, 汉语普通话,3,0.101,0.126,0.345,0.209,0.218
73,,,,三笑之才子佳人,11960,4, 2010-05-07(中国大陆), 郭德纲 / 姚笛 / 郭柯宇 / 张恒 / 于谦 / 曹云金 / 李菁 / 刘蓓 / 九孔 / 王劲松 / 高圆圆 / 黄健翔 / 雪村 / 马国伟 / 何云伟 / 那威 / 费振翔 / 张一白 / 姜超, 中国大陆, The Love of Three Smiles Scholar and The Beauty, 郭德纲 / 刘观伟, 96分钟, 喜剧 / 古装, 李燕波 / 李云菲, 汉语普通话,19,0.019,0.039,0.227,0.334,0.381
74,,,,老虎都要嫁,1819,6, 2010-11-11(中国大陆), 赵荣 / 罗家英 / 罗家英 Kar-Ying Law / 闭启泉 / 王予嘉 / 尹密 / 吴嘉亮 / 彭新智 / 李健 / 邱光磊 / 张达明 / 张达明 Cheung Tat-Ming / 林子聪, 中国大陆,, 思诺, 95分钟, 喜剧 / 爱情, 思诺 / 隋小东, 汉语普通话 / 粤语,13,0.05,0.182,0.543,0.175,0.049
75,,,,大国手之当湖十局,442,7.3,, 程皓枫 / 黄娟 / 章贺 / 王黎雯 / 郝刚 / 赵中伟, 中国大陆, Master of Go - Danghu Duel, 萧锋, 90分钟, 剧情, 李宪, 汉语普通话,6,0.201,0.34,0.381,0.05,0.028
76,,,,胡辣汤,69,6.9, 2010-09-12, 赵有亮 / 毋辉辉 / 罗帅, 中国大陆, HOT PEPPER SOUP, 韩万峰, 86分钟, 家庭, 韩万峰, 普通话/国语 / 河南周口话,3,0.235,0.196,0.392,0.137,0.039
77,,,,冷场,50,6.8, 2010-10-10, 魏通 / 张馨怡 / 岩小婫, 中国大陆,, 任航,,, 任航, 普通话/国语,3,0.2,0.4,0.133,0.133,0.133
78,,,,有猫的房间,105,6.3,2010, 卡德里亚 / 花脸猫, 中国大陆,, 彭磊,,,,,2,0.131,0.246,0.344,0.213,0.066
79,,,,一不留神,2283,5, 2010-10-12(中国大陆), 范文芳 / 刘桦 / 苗圃 / 李彧 / 梁超 / 宇秋 / 张国强, 中国大陆,, 梁超, 95分钟, 喜剧, 周知庸 / 梁超 / 杜家毅, 汉语普通话,7,0.018,0.091,0.433,0.312,0.146
80, tt1997605,65,4.8,我的野蛮女友2,6991,3.8, 2010-11-05, 熊黛林 / 立威廉 / 何炅 / 冯媛甄 / 黄宗泽, 中国大陆, My Sassy Girl 2, 马伟豪, 88分钟, 喜剧 / 爱情, 崔锡珉 / Joe Ma II / 马伟豪 Joe Ma / 谭广源 / 朱景曦 / 唐耀良, 汉语普通话 / 粤语,5,0.01,0.028,0.217,0.352,0.392
81,,,,回忆之前，忘记之后,78,5.3, 2010-12-23(中国大陆), 张泓泽 / 张烨 / 郭小龙 / 候松楠 / 杨健 / 马重阳 / 王异 / 朱红, 中国大陆, 回忆之前忘记之后 / Before Memories After Oblivion, 曹大伟, 88分钟, 剧情, 曹大伟, 汉语普通话,8,0.2,0.18,0.1,0.12,0.4
82,,,,娜娜的玫瑰战争,8322,4.4, 2010-08-26, 谢娜 / 李承铉 / 马羚 / 金伊彤 / 喻恩泰, 中国大陆,, 戴小哲,,, 麦耀权 / 蒋亚威 / 戴小哲, 汉语普通话,5,0.024,0.065,0.299,0.308,0.304
