,imdb_id,imdb_n_comment,imdb_score,name,rating_people,score,上映日期,主演,制片国家/地区,又名,导演,片长,类型,编剧,语言,主演人数,r5,r4,r3,r2,r1
1304,,,,向着胜利前进,296,4,, 吴奇隆 / 甘婷婷 / 谢孟伟 / 王新 / 叶祖新 / 杨婷婷 / 于荣光 / 赵会南 / 张少华, 中国大陆, 战狼 / To Advance Toward the Victory, 林建中,, 战争, 彭鹏华, 汉语普通话,9,0.042,0.102,0.174,0.204,0.479
1305,,,,霸王别姬(京剧),1069,9.1, 2014-05-30(美国) / 2015-05-16(上海) / 2015-12-05(北京/天津/西安), 尚长荣 / 史依弘 / 杨东虎 / 蓝天 / 李军 / 王立军 / 金喜全 / 傅希如 / 任广平 / 高明博 / 徐建忠 / 陈宇, 中国大陆,, 滕俊杰, 102分钟, 戏曲, 黎中城 / 王涌石, 汉语普通话,12,0.655,0.246,0.081,0.008,0.01
1306, tt2460690,,,西门町 西門町,551,5.2, 2012-09-07, 郭品超 / 安心亚 / 黄秋生 / 曹西平 / 北村丰晴 / 李杰宇, 台湾, Westgate Tango, 王玮, 111分钟, 剧情,, 汉语普通话,6,0.043,0.068,0.461,0.293,0.135
1307, tt1832879,,,1942,2216,7,2005, Tetsuya Chihiro / Fumikazu Hara / Hiroyuki Hasegawa / Seiichiro Okawa, 日本 / 新加坡,, 唐永健, 85分钟, 动作 / 恐怖 / 战争,, 日语,4,0.175,0.344,0.348,0.055,0.078
1308,,,,被遗弃的 被遺棄的,162,7.3,2013, 林嘉欣 / 林云中, 香港, Desertion, 梁咏琪, 9分38秒, 短片 / 家庭, 梁咏琪, 粤语,2,0.125,0.438,0.406,0.031,0
1309, tt1852177,6,6.2,心动 心動,697,6.5, 1986-11-20(香港), 江显扬 / 王祖贤 / 吴夏萍 / 石修 / 鲍起静 / 邹世孝, 香港, Walking beside me, 陈方, 91分钟, 剧情 / 爱情, 陈方, 粤语,6,0.106,0.228,0.535,0.096,0.037
1310, tt0109261,27,5.7,表姐，你好嘢！4之情不自禁,429,6, 1994-04-28, 郑裕玲 / 张坚庭 / 吴君如 / 河国荣 / 陈忠伟, 香港, 穿高跟鞋的保镖 / Her Fatal Ways 4, 张坚庭,, 喜剧, 张坚庭, 粤语,5,0.045,0.175,0.541,0.217,0.022
1312, tt3121442,653,6,窃听风云3,98483,6.2, 2014-05-29(中国大陆) / 2014-06-05(香港), 刘青云 / 古天乐 / 吴彦祖 / 周迅 / 叶璇 / 方中信 / 曾江 / 吴孟达 / 黄磊 / 林家栋 / 林嘉华 / 欧锦棠 / 郭锋 / 罗兰 / 骆应钧 / 黄奕 / 钱嘉乐 / 谷德昭, 香港 / 中国大陆, Overheard 3, 麦兆辉 / 庄文强, 130分钟(中国大陆) / 131分钟(香港), 动作 / 悬疑 / 惊悚 / 犯罪, 麦兆辉 / 庄文强, 汉语普通话 / 粤语,18,0.051,0.21,0.539,0.17,0.03
1313,,,,同学,242,8.5, 2009-05-27,, 中国大陆,, 林鑫, 203分钟, 纪录片, 林鑫, 汉语普通话,0,0.405,0.439,0.145,0.012,0
1314,,,,美好2013,129,6.7, 2013-03-20, 晁巍 / 賈紳 / 罗北安 / 林美秀 / 金燕玲 / 王卓聆 / 三田真央 / 柄本佑, 香港, Beautiful 2013, 吕乐 / 张婉婷 / 吴念真 / 黑泽清, 100分钟, 短片,, 汉语普通话 / 粤语 / 日语,8,0.071,0.354,0.455,0.121,0
1315, tt0110660,33,6.6,年年有今日,1746,7.7, 1994-03-31, 梁家辉 / 袁咏仪 / 吴君如 / 黄霑 / 吴镇宇 / 高志森, 香港, I Will Wait for You, 高志森, 100 分钟, 剧情 / 喜剧, 司徒伟健, 粤语,6,0.199,0.496,0.273,0.024,0.008
1317, tt0095758,55,6.4,女子监狱,2339,7, 1988-08-11, 郑裕玲 / 冯宝宝 / 夏文汐 / 任达华 / 陈加玲 / 陈奕诗 / 鲁芬 / 玛利亚 / 黄光亮 / 关明玉 / 梁韵蕊 / 谢月美 / 谭倩红 / 顾嘉玲 / 陈凤芝 / 夏志珍, 香港, Woman Prison, 林德禄 ,, 剧情, 南燕, 粤语,16,0.109,0.36,0.475,0.048,0.008
1319, tt0080964,114,6,就是溜溜的她,828,6.4,1980, 凤飞飞 / 钟镇涛 / 陈友, 台湾, Lovable You, 侯孝贤, 89分钟, 剧情 / 爱情, 侯孝贤, 汉语普通话,3,0.047,0.226,0.603,0.109,0.015
1320, tt1369813,14,5,大四喜,1955,4.5, 2008-05-29, 陈百祥 / 邓紫衣 / 元秋 / 黄宗泽 / 林子聪 / 陈法蓉 / 张文慈, 香港, The Lukiest Man, 林子聪 / 凌腓力,, 喜剧, 林子聪, 粤语,7,0.014,0.05,0.335,0.374,0.227
1321, tt0215254,85,7.1,天马茶房 天馬茶房,217,7.4, 1999-09-09( 加拿大), 萧淑慎 / 龙邵华 / 林强 / 戴立忍 / 钮承泽 / 陈明章, 台湾, Tian ma cha fang / March of Happiness, 林正盛, 93分钟, 剧情 / 爱情 / 历史 / 战争, 叶金胜 Chin-sheng Yeh / 柯淑卿 So-ching Ko / 曾郁雯, 汉语普通话,6,0.139,0.5,0.31,0.044,0.006
1322, tt0107399,81,6.6,廉政第一击,899,6.9, 1993-02-25, 狄龙 / 张曼玉 / 李子雄 / 任达华 / 刘锡明 / 许志安 / 八两金 / 张凤妮, 香港, First Shot, 林德禄, 100 分钟, 动作 / 犯罪, 陈翘英 / 苏文星 / 黄浩华, 粤语,8,0.076,0.329,0.55,0.039,0.006
1323, tt4019426,1459,6.6,绣春刀,162810,7.4, 2014-08-07(中国大陆), 张震 / 刘诗诗 / 王千源 / 李东学 / 聂远 / 金士杰 / 叶青 / 周一围 / 朱丹 / 赵立新 / 叶项明, 中国大陆, 飞鱼服绣春刀 / 斩立决 / Brotherhood of Blades, 路阳, 107分钟, 动作 / 爱情 / 武侠 / 古装, 陈舒 / 路阳, 汉语普通话 / 蒙古语,11,0.161,0.466,0.318,0.043,0.011
1324, tt4344878,681,6.8,重返20岁,162608,7.2, 2015-01-08(中国大陆) / 2015-01-23(台湾), 杨子姗 / 归亚蕾 / 陈柏霖 / 鹿晗 / 王德顺 / 赵立新 / 李宜娟 / 尹航 / 夏子涵 / 林丛 / 杨青 / 周雨彤, 中国大陆 / 韩国 / 台湾 / 香港, 重返二十岁 / 奇怪的她中国版 / 20?? ?? ? ? / Miss Granny / 20 Once Again, 陈正道, 131分钟, 喜剧 / 爱情 / 奇幻, 林小革 / 任鹏 / 申东益 / 洪允贞 / 董熹璇 / 黄东赫, 汉语普通话,12,0.164,0.408,0.338,0.06,0.029
1325, tt3872008,129,5.4,老男孩猛龙过江,93338,5.7, 2014-07-10(中国大陆), 肖央 / 王太利 / 屈菁菁 / 郝凯瑞 / 曲婉婷, 中国大陆,, 肖央, 114分钟(网络版) / 97分钟(公映版), 剧情 / 喜剧, 肖央, 汉语普通话 / 英语 / 韩语 / 山东方言 / 意大利语,5,0.065,0.169,0.427,0.239,0.1
1326,,,,谁是你的菜2014,10397,6.7, 2014-07-17(中国大陆), 古天乐 / 郭采洁 / 吴莫愁, 中国大陆,, 韦正 / 张荣吉, 30分钟, 喜剧 / 短片, 汪远 / 邹杰, 汉语普通话,3,0.231,0.172,0.396,0.119,0.082
1327, tt3956312,218,5.7,同桌的妳,143263,5.9, 2014-04-25(中国大陆), 周冬雨 / 林更新 / 隋凯 / 王啸坤 / 龚格尔 / 李岷城 / 赵思园 / 曹阳 / 张子枫 / 李家成, 中国大陆, 同桌的你 / My Old Classmate, 郭帆, 98分钟, 剧情 / 爱情, 高晓松 / 傲立 / 宋晋川, 汉语普通话 / 英语,10,0.065,0.195,0.44,0.216,0.084
1328, tt3540136,1449,5.4,战狼,89126,6.9, 2015-04-02(中国大陆), 吴京 / 余男 / 斯科特·阿金斯 / 凯文·李 / 倪大红 / 凯尔·夏皮罗 / 石兆琪 / 周晓鸥 / 房子斌 / 郭广平 / 茹萍 / 洪卫 / 刘腾远 / 索纳·伊姆贝 / 塞缪尔·西维尔奇, 中国大陆, 特种兵之战狼 / 兵锋 / Wolf Warriors / Wolf War / Warg, 吴京, 90分钟, 动作 / 战争, 吴京 / 刘毅 / 董群 / 高岩, 汉语普通话 / 英语,15,0.15,0.327,0.371,0.105,0.047
1329, tt5172514,0,-1,还俗,320,7, 2015-07(FIRST青年影展), 王佩 / 黄辉 / 裘恩典, 中国大陆, Back to Life / This Worldly Life, 翟义祥, 95分钟, 剧情, 翟义祥, 汉语普通话,3,0.102,0.377,0.439,0.074,0.008
1331, tt3505950,252,5.8,北京爱情故事,108552,6.1, 2014-02-14(中国大陆), 梁家辉 / 刘嘉玲 / 王学兵 / 余男 / 陈思诚 / 佟丽娅 / 王庆祥 / 斯琴高娃 / 刘昊然 / 欧阳娜娜 / 金燕玲 / 耿乐 / 郭京飞, 中国大陆, 北京爱情故事电影版 / 北爱电影版 / BeiJing Love Story, 陈思诚, 121分钟, 爱情, 陈思诚, 汉语普通话 / 英语,13,0.061,0.219,0.48,0.179,0.062
1332, tt4455880,8,6.9,胜利,75,7.4, 2014-06-14(上海国际电影节), 黄海波 / 张歆艺 / 田雨 / 国永振, 中国大陆, 我的身上有刺青 / Uncle Victory, 张猛,, 剧情, 张猛, 汉语普通话,4,0.193,0.351,0.421,0.018,0.018
1333, tt2150371,757,6.1,太平轮(上),61988,5.8, 2014-12-02(中国大陆) / 2014-12-25(香港), 章子怡 / 金城武 / 宋慧乔 / 黄晓明 / 佟大为 / 长泽雅美 / 秦海璐 / 俞飞鸿 / 杨祐宁 / 杨贵媚 / 丛珊 / 吴飞霞 / 于震 / 王千源 / 林保怡 / 林美秀 / 高捷 / 黄柏钧 / 寇家瑞 / 许还幻 / 尤勇 / 刘仪伟 / 黑木瞳 / 寇世勋, 中国大陆 / 香港,, 吴宇森, 129分钟, 剧情 / 爱情 / 战争, 王蕙玲 / 苏照彬 / 陈静慧, 汉语普通话 / 日语 / 闽南语 / 上海话,24,0.055,0.172,0.452,0.238,0.084
1334,,,,真爱,532,7.8, 2014-09-25(中国大陆) / 2014-05-05(新疆地区), 孔都孜扎依·塔西 / 拜合提亚尔·艾则孜, 中国大陆, 真爱无声 / 情暖天山 / Genuine Love, 西尔扎提·亚合甫 / 张欣, 105分钟, 剧情 / 家庭, 尹俭 / 高黄刚, 汉语普通话,2,0.288,0.401,0.261,0.038,0.011
1335, tt4226386,53,8.1,黄克功案件,1976,7.1, 2014-12-04(中国大陆), 成泰燊 / 王凯 / 毛孩 / 黄海冰 / 杨佳音 / 马薇薇 / 戴江 / 章劼 / 蔡宜达, 中国大陆, A Murder Beside YanHe River, 王放放, 92分钟, 剧情 / 悬疑 / 历史, 王兴东 / 张志强, 汉语普通话,9,0.277,0.245,0.299,0.087,0.091
1336, tt3793116,67,6.4,深夜前的五分钟,14994,5.9, 2014-10-23(中国大陆) / 2014-12-27(日本), 刘诗诗 / 三浦春马 / 张孝全 / 牛犇 / 余娅 / 王志华 / 沈柯心 / 沈柯仪 / 张一白, 中国大陆, 深夜前的5分钟 / 凌晨前的五分钟 / 真夜中の5分前 / Five Minutes to Tomorrow, 行定勋, 127分钟(中国大陆) / 129分钟(日本), 爱情 / 悬疑, 堀泉杏, 汉语普通话,9,0.122,0.167,0.353,0.232,0.125
1337, tt1717715,3201,4.8,西游记之大闹天宫,98422,4.1, 2014-01-31(中国大陆), 甄子丹 / 周润发 / 郭富城 / 何润东 / 海一天 / 夏梓桐 / 陈乔恩 / 陈慧琳 / 梁咏琪 / 张梓琳 / 郑家星 / 刘桦 / 张兆辉 / 罗仲谦 / 李菁 / 汪圆圆 / 梁雨恩, 中国大陆 / 香港, 大闹天宫3D版 / The Monkey King, 郑保瑞, 119分钟, 动作 / 奇幻, 黄子桓 / 霍昕 / 司徒锦源 / 陈大利, 汉语普通话 / 粤语,17,0.021,0.054,0.251,0.324,0.35
1338,,,,大峰祖师,502,5.3, 2014-09-05(中国大陆), 许还山 / 俞灏明 / 安贞京 / 蒋恺 / 隋咏良 / 吕晶, 中国大陆, Once Upon a Time in the Old Bridge, 张蠡, 102分钟, 剧情 / 悬疑 / 传记 / 古装, 阮仕林 / 廖奕文, 汉语普通话 / 韩语,6,0.124,0.127,0.264,0.267,0.218
1339, tt4024368,106,4.5,我的早更女友,69216,5.5, 2014-12-12(中国大陆), 周迅 / 佟大为 / 钟汉良 / 张梓琳 / 郭书瑶 / 陈辉虹 / 李静 / 白客 / 吴彼 / 莫熙儿, 中国大陆, Meet Miss Anxiety, 郭在容, 98分钟, 喜剧 / 爱情, 曹金玲 / 宝卿 / 严苏倩, 汉语普通话 / 英语,10,0.034,0.129,0.47,0.278,0.089
1340, tt5188452,0,-1,西藏天空,1082,6.9, 2014-04-15(上海地区) / 2014-06-20(西南地区) / 2014-08-29(广东地区) / 2015-11-24(华北地区), 拉旺罗布 / 阿旺仁青 / 索朗卓嘎 / 杨雪 / 多布杰, 中国大陆, 西藏的天空 / Phurbu & Tenzin, 傅东育, 118分钟, 剧情 / 历史, 阿来, 藏语 / 英语 / 汉语普通话,5,0.117,0.361,0.397,0.084,0.041
1341, tt5473906,13,6.2,触不可及,28474,5.3, 2014-09-19(中国大陆), 孙红雷 / 桂纶镁 / 方中信 / 徐静蕾 / 黄磊 / 蒋勤勤 / 蔡少芬 / 奚美娟 / 方俊 / 端木崇慧 / 李婳 / 谭凯, 中国大陆, One Step Away, 赵宝刚 , 100分钟, 爱情 / 战争, 高璇 / 任宝茹, 汉语普通话,12,0.05,0.132,0.378,0.293,0.148
1342, tt3890278,362,6.9,闯入者,34984,7.6, 2015-04-30(中国大陆) / 2014-09-04(威尼斯电影节), 吕中 / 冯远征 / 秦海璐 / 秦昊 / 石榴 / 黄素影 / 韩艺博 / 许守钦 / 赵泽龙 / 李苒苒, 中国大陆, 闯入者* / Red Amnesia, 王小帅, 106分钟(中国大陆) / 110分钟(多伦多电影节), 剧情 / 惊悚 / 犯罪, 王小帅 / 方镭 / 李非, 汉语普通话,10,0.178,0.509,0.269,0.035,0.009
1343, tt3861006,501,2.8,小时代3：刺金时代,119595,4.3, 2014-07-17(中国大陆), 杨幂 / 柯震东 / 郭采洁 / 陈学冬 / 郭碧婷 / 谢依霖 / 李贤宰 / 锦荣 / 任言恺 / 王琳 / 姜潮 / 商侃 / 杜天皓, 中国大陆 / 台湾, 小时代3 / Tiny Time 3.0, 郭敬明, 126分钟, 剧情 / 喜剧 / 爱情, 郭敬明, 汉语普通话 / 英语,13,0.049,0.07,0.253,0.258,0.37
1344, tt3469592,1682,6.5,黄飞鸿之英雄有梦,42334,5.4, 2014-11-21(中国大陆), 彭于晏 / 井柏然 / 王珞丹 / 洪金宝 / 杨颖 / 梁家辉 / 王祖蓝 / 张晋 / 冯嘉怡 / 秦俊杰 / 文峰 / 高泰宇, 中国大陆 / 香港 / 英国, 黄飞鸿 / Rise of the Legend, 周显扬, 131分钟, 剧情 / 动作 / 爱情 / 武侠, 杜致朗, 汉语普通话 / 粤语,12,0.036,0.111,0.456,0.293,0.105
1345, tt3919278,556,5.6,四大名捕大结局,30200,4.7, 2014-08-22(中国大陆), 邓超 / 刘亦菲 / 邹兆龙 / 郑中基 / 黄秋生 / 江一燕 / 柳岩 / 吴秀波 / 邓萃雯 / 李子雄 / 苏有朋 / 于承惠 / 包贝尔 / 向恬冉 / 吴映洁 / 刘俊纬 / 曹炳琨, 中国大陆 / 香港, 四大名捕3 / The Four Final Battle, 陈嘉上 / 秦小珍, 107分钟, 动作 / 爱情 / 悬疑 / 武侠 / 古装, 陈淑贤 / 王思敏 / 谭广源 / 吕冠南 / 陈嘉上 / 温瑞安, 汉语普通话 / 粤语,17,0.031,0.067,0.336,0.345,0.221
1346, tt4074114,212,5.2,闺蜜,69589,5.5, 2014-07-30(中国大陆), 陈意涵 / 薛凯琪 / 杨子姗 / 余文乐 / 钟汉良 / 吴建豪, 中国大陆, Girls, 黄真真, 118分钟, 喜剧 / 爱情, 黄真真 / 侯颖桁 / 郑善瑜 / 李敏, 汉语普通话,6,0.047,0.146,0.418,0.268,0.12
1347, tt4961016,0,-1,画框里的女人,,,, 范冰冰 / 梅尔维尔·珀波 / 黄觉 / 吴越 / 金士杰 / 陈莎莉, 中国大陆 / 法国, 画框女人 / The Lady in the Portrait, 查理·德莫,, 剧情, 查理·德莫 / 谷洋, 汉语普通话 / 法语,6,0,0,0,0,0
1349,,,,妙先生之火泽睽笑人传,141,9.1, 2014-08-09(中国大陆), 米琪小连杀 / 谢添天 / 夏磊 / V7 / 冯骏骅 / Vlvi / 大象, 中国大陆, 妙先生, 不思凡,122, 动画, 不思凡, 汉语普通话,7,0.619,0.33,0.052,0,0
1351, tt5234016,15,5.5,坏姐姐之拆婚联盟,7336,4.6, 2014-11-28(中国大陆), 陈意涵 / 池珍熙 / 陈学冬 / 钟丽缇 / 齐溪 / 李昕芸 / 禹惠林 / 刘仪伟 / 谢东燊 / 刘循子墨, 中国大陆 / 韩国, 拆婚联盟 / Bad Sister, 金泰均, 108分钟, 喜剧 / 爱情, 柏邦妮, 汉语普通话,10,0.028,0.061,0.306,0.372,0.233
1352, tt4311466,82,6.1,露水红颜,30868,4.8, 2014-11-07(中国大陆), 刘亦菲 / 郑智薰 / 王学兵 / 陈冲 / 邵峰 / 唐嫣 / 安志杰 / 孙海英 / 林依轮 / 董勇, 中国大陆, 红颜露水 / For Love or Money / Difficult Love, 高希希, 98分钟, 爱情, 王九九 / 郭梦昕, 汉语普通话 / 英语,10,0.052,0.08,0.309,0.341,0.218
1353,,,,江湖论剑实录,8456,5.4, 2014-08-15(中国大陆), 郑恺 / 孙坚 / 潘之琳 / 余思潞 / 午马 / 罗家英 / 李健仁 / 王迅 / 何云伟 / 尹铸胜 / 杨皓宇 / 高宝宝 / 夏嘉伟 / 蔡蝶 / 陈铮 / 荆浩, 中国大陆, 江湖论贱实录 / 江湖论贱 / A?Stupid?Journey / Gone With Fart, 蒋卓原, 96分钟, 喜剧 / 古装, 蒋卓原 / 顾斐斐, 汉语普通话,16,0.06,0.151,0.371,0.27,0.147
1354, tt3579688,116,6.1,前任攻略,106032,6.2, 2014-01-31(中国大陆), 韩庚 / 姚星彤 / 郑恺 / 王丽坤 / 班嘉佳 / 张涵予 / 李相烨 / 关喆 / 毛俊杰 / 麦迪娜 / 熊乃瑾 / 柳岩, 中国大陆, EX-Files, 田羽生, 108分钟, 喜剧 / 爱情, 田羽生 / 史晨赟 / 刘伯翰 / 牛新瑶, 汉语普通话,12,0.07,0.256,0.453,0.164,0.056
1355, tt3897080,133,3.3,兔子镇的火狐狸,528,5.5, 2015-10-30(中国大陆), 乔诗雨 / 喻舟 / 张瑶函 / 商虹 / 宣晓鸣 / 陈浩 / 张伟 / 李智伟, 中国大陆, 兔子镇的火狐狸之狐狸特工 / Agent F.O.X. / The Firefox of Bunnington Burrows, 葛水英, 90分钟, 动画 / 奇幻 / 冒险, 关云匀 / 谭华 / 王生唯, 汉语普通话,8,0.08,0.147,0.405,0.202,0.166
1356,,,,袁天罡之末日天劫,76,6.6,, 雷镇语 / 李逸朗 / 孙信宏 / 陈旭明 / 谢雅乔, 中国大陆,, 邓衍成,, 剧情, 郭涛 / 郭瑞, 汉语普通话,5,0.167,0.262,0.357,0.119,0.095
1357,,,,安大略合约,116,7.6, 2014-04-15, 黄轩 / Veronica Stonko, 中国大陆 / 加拿大, Mission Ontario, 关心 / 刘迦密, 48分钟, 剧情, 关心 / 刘迦密, 英语 / 中文 Chinese,2,0.403,0.179,0.284,0.09,0.045
1358,,,,欲望保姆,592,4.3, 2014-9-23, 刘婕然 / 于斌 / 申鑫, 中国大陆, The Housemaid, 柏宁, 74分钟, 剧情,, 汉语普通话,3,0.048,0.063,0.221,0.332,0.337
1359, tt5545866,0,-1,秦时明月之龙腾万里,19130,6.8, 2014-08-08(中国大陆), 冯骏骅 / 季冠霖 / 沈达威 / 刘钦 / 吴磊 / 张嘉译 / 王肖兵 / 黄莺 / 程玉珠 / 樊俊航, 中国大陆, 秦时明月3D电影龙腾万里 / 秦时明月大电影之龙腾万里 / The Legend of Qin, 沈乐平, 98分钟, 动画 / 奇幻 / 冒险 / 武侠, 沈乐平, 汉语普通话 / 陕西方言,10,0.177,0.282,0.359,0.118,0.064
1360, tt4038736,16,5.1,脱轨时代,14097,6.1, 2014-03-07(中国大陆), 张静初 / 潘粤明 / 吴克群 / 朱珠 / 班嘉佳, 中国大陆, 如果不能好好爱 / 爱在耶路撒冷 / The Old Cinderella, 五百, 93分钟, 喜剧 / 爱情, 高雅楠 / 张静初 / 陆川, 汉语普通话,5,0.05,0.211,0.518,0.175,0.046
1361,,,,我是狼之火龙山大冒险,403,6.8, 2014-05-31(中国大陆) / 2014-02-02(部分放映), 黄渤 / 刘璇 / 薛佳凝 / 付辛博 / 陆皓婕 / 李佳怡, 中国大陆, 我是狼 / I Am a Wolf, 于胜军, 95分钟(中国大陆) / 110分钟(展映版), 动画 / 冒险, 倪学礼 / 于胜军, 汉语普通话,6,0.239,0.271,0.257,0.083,0.151
1362, tt3644610,95,5.4,整容日记,52937,4.5, 2014-04-04(中国大陆), 白百何 / 郑中基 / 张瑶 / 郭京飞 / 金尤美 / 王宇媛 / 李潇潇 / 周艳平 / 万薇, 中国大陆 / 香港, The Truth About Beauty, 林爱华, 84分钟, 喜剧 / 爱情, 林爱华 / 陈嘉仪, 汉语普通话,9,0.012,0.048,0.341,0.392,0.206
1363, tt4542658,25,4.4,爸爸去哪儿,69883,6.1, 2014-01-31(中国大陆), 林志颖 / 小小志 / 王岳伦 / 王诗龄 / 张亮 / 张悦轩 / 田亮 / 田雨橙 / 郭涛 / 郭子睿 / 李锐 / 何炅, 中国大陆," 爸爸去哪儿电影版 / 爸爸去哪儿大电影 / Dad, Where Are We Going?", 谢涤葵 / 林妍, 95分钟, 喜剧 / 家庭 / 儿童, 王海峰 / 潇雅, 汉语普通话,12,0.123,0.216,0.388,0.138,0.135
1364, tt3064998,,,警察日记,1331,6.4, 2014-03-21(中国大陆) / 2013-10-19(东京电影节), 王景春 / 陈维涵 / 孙亮 / 侯岩松 / 袁利坚 / 白波, 中国大陆, Police Diary / To Live and Die in Ordos, 宁瀛, 110分钟(中国大陆) / 113分钟(东京电影节), 剧情 / 悬疑 / 惊悚 / 犯罪, 宁岱, 汉语普通话,6,0.103,0.249,0.457,0.139,0.053
1365, tt4157940,21,5.4,神笔马良,5536,5.6, 2014-07-25(中国大陆), 邵亦琛 / 孟祥龙 / 洪海天 / 吴磊 / 郭易峰 / 吴文伦, 中国大陆, The Magical Brush, 钟智行, 87分钟, 动画 / 奇幻, 秦浩 / 朱家龙, 汉语普通话 / 山东方言,6,0.061,0.15,0.422,0.251,0.116
1366, tt3720058,1362,6.9,催眠大师,178555,7.6, 2014-04-29(中国大陆), 徐峥 / 莫文蔚 / 胡静 / 吕中 / 王耀庆 / 杨凯迪, 中国大陆, 催眠档案之彻夜未眠 / The Great Hypnotist, 陈正道, 104分钟, 剧情 / 悬疑 / 惊悚, 任鹏 / 陈正道, 汉语普通话,6,0.165,0.515,0.285,0.028,0.005
1367, tt3906444,260,4.9,一生一世,66456,5.1, 2014-09-05(中国大陆) / 2014-09-04(香港), 谢霆锋 / 高圆圆 / 杜海涛 / 洛诗 / 林雪 / 车晓 / 李文玲 / 史彭元 / 施欣怡 / 秦昊 / 安雅 / 佟大为 / 高捷 / 臧天朔, 中国大陆 / 香港, 一步双城 / 心城 / But Always, 邹佡, 106分钟, 爱情, 邹佡 / 刘浩良 / 张卜牛, 汉语普通话 / 英语 / 粤语 / 上海话,14,0.045,0.11,0.363,0.314,0.169
1368,,,,孤岛,376,3.3, 2014-10-31(中国大陆), 李依伊 / 田苏灏 / 毛毅, 中国大陆, 孤岛惊魂 / Lonely Island, 廉涛 / 王琨皓, 83分钟, 悬疑 / 惊悚, 王琨皓 / 廉涛 / 郭曦, 汉语普通话,3,0.051,0.028,0.098,0.154,0.668
1369,,,,赛尔号大电影4：圣魔之战,15051,4.5, 2014-07-10(中国大陆), 杨鸥 / 张安琪 / 樊俊航 / 孟祥龙 / 游君 / 袁国庆 / 苏鑫 / 贾志超 / 夏磊 / 刘钦 / 杨梦露, 中国大陆, 赛尔号4 / Seer 4, 王章俊 / 殷玉麒, 86分钟, 剧情 / 动画 / 儿童 / 冒险, 王章俊 / 邓磊, 汉语普通话,11,0.107,0.107,0.176,0.161,0.448
1370, tt2557256,2115,4.8,冰封：重生之门,23533,3.6, 2014-04-25(中国大陆) / 2014-04-17(香港), 甄子丹 / 王宝强 / 黄圣依 / 任达华 / 喻亢 / 林雪 / 张少华 / 陈浩民 / 胡明 / 王宗尧 / 庄思敏 / 胡耀辉 / 雨侨 / 陈炜 / 卢海鹏 / 黄文慧 / 陈慧慧 / 包雨萌, 中国大陆, 冰封侠：重生之门(港) / 急冻行者(台) / 3D冰封侠 / The Iceman, 罗永昌, 91分钟(中国大陆) / 104分钟(香港), 喜剧 / 动作 / 奇幻, 林逢, 汉语普通话 / 粤语,18,0.021,0.032,0.154,0.288,0.504
1371,,,,王牌,7184,4.5, 2014-12-31(中国大陆), 林志玲 / 梁家辉 / 钟欣潼 / 蒙亭宜 / 邬君梅 / 李铭顺 / 郑则仕 / 苏瑾 / 刘璐佳 / 吕聿来, 中国大陆, 谁是卧底之王牌 / Who is undercover / The Trump Card, 范建浍, 90分钟, 剧情 / 悬疑, 远浍 / 陈建忠 / 吴放, 汉语普通话,10,0.033,0.081,0.272,0.347,0.267
1372, tt4365762,0,-1,飞鱼秀,1075,8.3, 2014-10-23(中国大陆), 小飞 / 喻舟, 中国大陆, Feiyu Show, 孙虹, 78分钟, 纪录片, 雷建军, 汉语普通话,2,0.469,0.313,0.166,0.028,0.025
1373,,,,贵圈好乱,104,7.2,, kevin, 中国大陆, My 17 Gay Friends, 彭陌勰, 20分钟, 短片 / 同性, 彭陌勰, 汉语普通话,1,0.147,0.412,0.353,0.059,0.029
1374,,,,毛驴县令之大事小情,273,5.4, 2014-07-14, 潘长江 / 恬妞, 中国大陆,, 潘长江 / 曹华, 108分钟, 喜剧 / 动作,, 汉语普通话,2,0.04,0.13,0.463,0.249,0.119
1375,,,,蚀之怀朴抱素,208,7,2015, 纪宁 / 啜妮, 中国大陆,, 郑大圣, 93分钟, 剧情, 茅盾, 汉语普通话,2,0.131,0.421,0.331,0.069,0.048
1376,,,,欲望爱人,262,4.4, 2014-10-15, 张东 / 金夕 / 王笑龙, 中国大陆, Desire to Love, 姬智, 90分钟, 喜剧 / 爱情,, 汉语普通话,3,0.06,0.06,0.244,0.315,0.321
1377, tt3259320,165,3.9,绝命航班 Last Flight,13215,3.5, 2014-03-21(中国大陆), 爱德·维斯特维克 / 朱珠 / 艾米丽·桑斯芮 / 辜承 / 亚历山大·威特斯 / 约翰·哈尔夫 / 江琳琳 / 伊娜 / 李晨浩, 美国 / 中国大陆,, 周文武贝, 86分钟, 动作 / 惊悚 / 灾难, 周文武贝 / 彼特·卡梅隆, 英语 / 汉语普通话,9,0.031,0.025,0.136,0.267,0.542
1378, tt4242844,101,4.4,微爱之渐入佳境,54611,4.7, 2014-12-24(中国大陆), 杨颖 / 陈赫 / 张鲁一 / 曹璐 / 王姬 / 姜瑞佳 / 句号 / 涂彦倪 / 姜武 / 毛阿敏 / 宋冬野 / 王宝强 / 蒋雯丽 / 王嘉嘉 / 佟大为 / 文章, 中国大陆, 微时代的爱情 / 微信时代的文艺爱情 / Love on the Cloud / Literary Love in the Age of WebChat, 顾长卫, 98分钟, 喜剧 / 爱情, 顾伟, 汉语普通话,16,0.028,0.085,0.324,0.329,0.234
