,community,lng,lat,rent_area,sell_area,sell_rent
58,万汇公寓,121.543223,31.26952833,43.440934065934066,66113.0,1521.905581027668
59,万泰公寓,121.35462899999999,31.163851000000005,67.98315742132417,49389.71428571428,726.4992706888058
60,万泰花园,121.363824,31.14831999999998,72.21420178393892,55051.916666666664,762.3419674620111
61,万源城E1,121.40364100000039,31.154819000000003,84.78984168119614,72927.72727272728,860.0998165196537
62,万源城尚郡,121.40426400000031,31.149729000000047,106.46856913829089,87427.0,821.1531413223183
63,万源城御溪(别墅),121.39931599999998,31.150191999999993,168.4280536644342,107364.0,637.4472521893858
64,万源城御璄,121.39821299999996,31.15356499999999,164.91099940521346,91400.7,554.2425934574167
65,万源城朗郡,121.40192799999993,31.155721000000053,93.44491991259343,81257.84375,869.5801101441043
66,万源城逸郡,121.40179400000011,31.15264,108.99227457181875,84322.76923076923,773.658220842121
67,万源新城,121.39321800000005,31.17685899999999,91.76268661280079,68519.28571428571,746.7009548598738
68,万源杰座,121.54358400000001,31.208341999999973,86.15312091308421,82812.92307692308,961.2295201757009
69,万登花苑,121.53223700000001,31.268373999999998,81.10655804339363,66625.0,821.4502206388081
70,万登花苑（杨浦）,121.53223700000001,31.268374,77.27631578947368,72293.5,935.5194959986378
71,万盛金邸,121.346147,30.757496999999997,30.54226475279107,30999.0,1014.9542036553524
72,万祥馨苑,121.82259900000001,30.974582,17.97431280013247,20895.81818181818,1162.537806823089
73,万科云间传奇,121.18751100000007,31.04602100000005,49.55391358036459,44654.125,901.1220663244225
74,万科五玠坊,121.52334900000004,31.162095000000008,110.28629425365138,75785.33333333333,687.1690979028812
75,万科优诗美地,121.34255959999992,31.16217974000004,101.92174237437305,55232.294117647056,541.908849191088
76,万科假日风景(公寓),121.40933900000023,31.109448000000082,62.919763064764666,64936.563106796115,1032.0535225149451
77,万科假日风景(别墅),121.4085355,31.11035917,120.48192771084338,72667.5,603.1402499999999
78,万科假日风景（公寓）,121.4093390000003,31.109448000000086,65.00722001882735,66559.0,1023.8708866603313
79,万科公园大道,121.38713699999981,31.030845000000106,43.00054984330669,51251.24324324324,1191.8741371913136
80,万科兰乔圣菲,121.28461499999989,31.20717599999997,170.87695616547305,87158.54545454546,510.0661166397607
81,万科凭栏苑,121.343397,31.165384999999997,83.76397644320498,66662.5,795.8373376077674
82,万科华尔兹,121.4344520000001,31.17558099999998,151.6694988620292,93298.875,615.1459304607591
83,万科南桥传奇,121.46045799999978,30.93688500000003,38.7275115170765,38933.63636363636,1005.3224397459406
84,万科四季花城,121.44830899999964,31.3914902699999,61.2956416599017,43249.477064220184,705.5881281770327
85,万科四季花城(别墅),121.45115679999999,31.3883125,56.90022546845345,65275.5,1147.1922907614833
86,万科城,121.39453800000011,31.032138999999944,43.865890583897375,46330.84146341463,1056.1928835071255
87,万科城市花园,121.35135789999934,31.16664947000012,130.26638521772935,51895.770833333336,398.38190601968347
88,万科城花新园,121.34120400000018,31.161766000000043,95.36399484925055,67814.0701754386,711.1076909334355
89,万科安亭新镇,121.18295900000001,31.275267,35.88087549336204,32922.0,917.5361399999999
90,万科尚景苑(公寓),121.19409900000001,31.21057196,47.61476962104586,35759.41935483871,751.0152761304751
91,万科尚景苑（公寓）,121.194099,31.21057196,48.31460674157304,37749.0,781.316511627907
92,万科尚源(公寓),121.19425900000002,31.207990000000002,45.75630061450961,35272.583333333336,770.8792638307865
93,万科尚源（公寓）,121.194259,31.207990000000002,44.680851063829785,39922.5,893.5035714285715
94,万科广场,121.40030900000001,31.199813,114.99540018399264,56389.0,490.358744
95,万科提香别墅,121.54961699999994,31.138482000000007,116.47507819321572,86819.91666666667,745.3947918596343
96,万科新里程,121.5361857999998,31.16574402000003,70.84724072833365,83036.65,1172.0519973164105
97,万科时一区,121.31766099999979,31.21013099999991,126.48825833259848,82193.20588235294,649.8089780493891
98,万科晶源,121.20027799999991,31.161177999999985,47.32667031916642,54567.875,1153.0047356384805
99,万科有山,121.23782000000016,31.13266500000005,67.25780472886235,53275.818181818184,792.1135457303429
100,万科朗润园,121.34659099999969,31.15951200000004,86.71758127235631,65203.958333333336,751.911635179785
101,万科桂馨苑,121.34255959999997,31.16217974,72.39980701400326,67075.0,926.452745751472
102,万科梦想派,121.249212,31.067067999999992,63.520466432330885,44846.05263157895,706.0094982040786
103,万科海上传奇,121.57411599999982,31.16413499999999,89.74919563300232,71874.86363636363,800.8413126093134
104,万科海上传奇(三期),121.5722925,31.1652961,90.50415805587188,68966.0,762.0202373179859
105,万科清林径,121.6613189999999,31.030367000000002,36.25178106240068,38468.735849056604,1061.1543687423205
106,万科燕南园,121.43407299999997,31.101605999999972,70.95278196579902,65655.73684210527,925.3440812758116
107,万科琥珀臻园,121.37263069999997,31.401900529999995,59.91891553007598,43196.25,720.9117457794755
108,万科琥珀郡园,121.36933800000024,31.399728000000014,50.621527209449795,46361.5,915.845541525769
109,万科白马花园(公寓),121.3472110000002,31.083003000000012,53.25432864833134,42630.666666666664,800.5108269823705
110,万科白马花园(别墅),121.34577299999998,31.086124999999996,60.53726423615213,48528.166666666664,801.6247063521286
111,万科白马花园（公寓）,121.3472110000002,31.083003000000033,105.64572682524006,44893.75,424.9461984795994
112,万科白马花园（别墅）,121.345773,31.086124999999996,62.698188416561955,54271.0,865.5911976184644
113,万科笠泽苑,121.34255959999997,31.16217974,90.83047423700015,62696.0,690.252919261546
114,万科第五园,121.67438200000001,31.276069999999997,68.13627770058943,63535.1875,932.472240106688
115,万科红郡,121.29348699999993,31.216280000000044,126.1858552202712,65427.4,518.50026998501
116,万科翡翠公园(公寓),121.62023799999999,31.185761999999986,100.52818867832836,86293.07142857143,858.3967597853904
117,万科翡翠公园（公寓）,121.62023800000007,31.185762000000036,108.43496457341512,79009.0,728.6302929209473
118,万科翡翠别墅,121.49104070000001,31.112900739999994,91.55312692751572,83929.14285714286,916.7261203824429
119,万科翡翠滨江(一期),121.54283399999996,31.250550999999998,199.35089593666345,126263.38461538461,633.3725465447632
120,万科翡翠滨江(二期),121.54849000000004,31.253694,174.5181418282083,120720.0,691.7332418014973
121,万科翡翠滨江（二期）,121.54849000000006,31.253694000000003,194.66208118866078,144680.0,743.2366854219564
122,万科翡翠雅宾利,121.4785000000001,31.26330899999999,153.79504175401198,114489.28571428571,744.4276773070877
123,万科荷花苑,121.340957,31.160996,95.85958970988193,64626.0,674.1735510822645
124,万科蓝山,121.671608,31.27502299999999,71.36536778897941,65321.666666666664,915.3132491353033
125,万科金域华府,121.5246372000001,30.94534277999997,31.07060429671891,34319.029411764706,1104.5497887335534
126,万科金色公馆,121.48979299999998,31.167008000000006,122.31900551186902,109472.2,894.9729401566917
127,万科金色华亭,121.19590700000008,31.019669999999962,44.754704454396,40420.74193548387,903.1618559043701
128,万科金色城品,121.51284720000008,31.177417049999995,108.39041345171742,84475.375,779.362051586136
129,万科金色城市,121.57875299999981,31.167328,81.86636242900978,76090.74285714286,929.4506388154813
130,万科金色里程(公寓),121.53390799999998,31.16774525000002,76.57121645529645,87871.07692307692,1147.5732134199216
131,万科金色里程(别墅),121.5349622,31.16701923,71.14624505928853,71831.0,1009.6246111111112
132,万科金色里程（公寓）,121.5339080000001,31.167745250000035,77.81824183353523,91009.25,1169.510488230797
133,万科金色里程（别墅）,121.5349622,31.16701923,64.78873239436619,76953.0,1187.7528260869567
134,万科金色雅筑,121.5248736000001,31.14983970999997,81.5311555392285,75944.30434782608,931.475873799994
135,万科金色领域,121.22693300000007,31.390097000000022,52.230641815640546,37148.93877551021,711.2479855529155
136,万科锦源(公寓),121.20461,31.166622,49.627262805891526,46588.05263157895,938.7592625005348
137,万科锦源(别墅),121.20478200000001,31.166657,62.17616580310881,34240.0,550.6933333333333
138,万科锦源（公寓）,121.20460999999999,31.166622,47.87659600663951,50357.71428571428,1051.823197261783
139,万科阳光苑,121.47444779999967,31.046984620000007,46.438060430093955,43905.25274725275,945.4583662757838
140,万科香溪苑,121.34255959999999,31.16217974,78.53403141361257,72252.0,920.0088
141,万科魅力之城,121.34664900000006,31.160943999999976,101.52843557465498,61427.3,605.0255738928611
142,万立城(公寓),121.18171090000003,31.290626789999994,60.08306329326542,31438.222222222223,523.2459947784664
143,万立城（公寓）,121.18171089999996,31.29062679000001,31.916233799448538,31547.0,988.4311600870991
144,万航公寓,121.43830675862067,31.23215311034484,115.87490616238162,94175.85714285714,812.7372893910572
145,万航小区,121.42928399999988,31.23334599999999,104.45066883258373,69439.84210526316,664.8099325870585
146,万航渡后路85号,121.4314262,31.235275,117.6470588235294,84972.0,722.2620000000001
147,万航渡路1508号,121.42634220000001,31.230434600000006,136.4173312068049,75807.0,555.6991866750324
148,万航渡路190号,121.44746609999999,31.231457399999996,121.42857142857143,96286.0,792.9435294117646
149,万航渡路2490号,121.41253609999998,31.225708430000005,120.73771217590877,65843.0,545.3391389764787
150,万航渡路2540号,121.412301,31.225187950000002,106.65692007797271,64044.0,600.4673672667459
151,万航渡路2544号,121.41228899999999,31.225081,120.43065793065794,71621.0,594.7073712844634
152,万航渡路2546号,121.41225,31.22496793,125.42465080367796,67910.0,541.4406144633938
153,万航渡路433弄,121.44285670000001,31.231583610000012,138.1558571594373,102980.0,745.3900407650254
154,万航渡路713号,121.43845549999999,31.23350173,122.86832327976374,100990.5,821.9408982252548
155,万荣小区,121.4436129999998,31.291495999999928,87.35262626490889,56998.87142857143,652.5146851992118
156,万荣新苑,121.44499700000003,31.292940000000016,76.70991213942906,57335.57142857143,747.433673556521
157,万荣阳光苑,121.44730600000001,31.29561899999999,65.41011351885328,69211.0,1058.1085443316222
158,万象园,121.41722849999998,31.168259590000016,121.08613021351596,72325.36363636363,597.3051042991419
159,万豪公寓,121.486195,31.251887999999997,92.19157973433971,59615.333333333336,646.6461850976146
160,万达城市公寓,121.33029899999997,31.242102999999943,100.63246094549758,54113.0,537.7290736167879
161,万邦都市花园,121.55991332240531,31.207448051001993,133.1199482381513,82323.46268656716,618.415675307285
162,万都花园(普陀),121.41431299999999,31.23898400000001,87.80008820285072,67467.33333333333,768.4198810536363
163,万里一期,121.41279299999984,31.276836999999958,83.43950577213064,58527.22857142857,701.4330685426597
164,万里双子座,121.41443500000001,31.269163999999996,70.9355622385998,67191.25,947.2153018819336
165,万里名轩,121.41648799999989,31.273549,103.38376247555597,59411.07142857143,574.6654020511061
166,万里晶品苑,121.40369700000004,31.274333000000002,81.48537999796079,67541.22222222222,828.8753421032395
167,万里欣苑,121.42474829999998,31.267418839999998,84.5293883142887,68268.36363636363,807.6287430654892
168,万里真欣园,121.41111399999998,31.274383,99.1590652649223,60794.625,613.1020379990028
169,万里真金苑,121.41268099999982,31.274158000000043,109.63385608107066,57578.57142857143,525.1896949241113
170,万里雅筑,121.41024800000008,31.27130899999999,91.51594419890982,69772.42857142857,762.4073507866373
171,万隆花苑,121.47455390000002,30.92595216,23.44822368895244,29925.875,1276.2533911726323
172,万顺公寓,121.5311027,31.28546973,61.88757091284167,56731.0,916.6784083333334
173,万顺水原墅(公寓),121.42483400000005,31.049115000000025,52.96858456996851,41035.40476190476,774.7121259715616
174,万顺水原墅(别墅),121.42263700000001,31.048725,39.47107904348139,53919.0,1366.0381551921284
175,万顺水原墅（公寓）,121.42483443333329,31.04910571333335,52.124717671694164,42807.0,821.2418582220147
176,万顺苑,121.42857899999993,31.050553000000015,58.06411435165138,41680.769230769234,717.8404371818996
177,万馨佳园,121.67965469999987,31.198682369999947,84.16390175636349,46876.375,556.9653262475531
178,万龙新村,121.47940800000008,30.926412160000005,24.276409714549732,27259.0,1122.859612295252
179,三义坊,121.44919699999997,31.232607000000016,137.08407827018766,97724.2,712.8778282142234
180,三乐新村,121.45754800000009,31.24481700000001,148.78915075212575,86133.8,578.8983912106199
181,三九大厦,121.49190739999997,31.29785253,63.16563966707946,52710.166666666664,834.4753087989077
182,三佳花苑,121.36767599999988,31.161755999999976,78.6124844887228,71276.24444444444,906.6784354674509
183,三佳苑,121.35719650000001,31.172412539999996,93.20527254471203,45915.846153846156,492.6314241699106
184,三元公寓,121.33174419999997,31.133638010000013,88.14627102843161,41713.61538461538,473.2317646331362
185,三元及地苑,121.37602330000003,31.26220092,62.14532329202547,61276.0,986.0114446916551
186,三元新村,121.11875450000001,31.155814879999994,34.18043081524961,32807.36363636364,959.8288510081221
187,三八新村,121.76591579999997,31.054622180000006,34.061138049965436,34511.4,1013.2192280062417
188,三八路110弄,121.76580200000001,31.052101999999998,24.24651372019793,28787.333333333332,1187.2772170686455
189,三兴大楼,121.467251,31.25816699999997,93.24486653321952,69371.80952380953,743.9745704295158
190,三兴小区,121.4665222,31.258257060000002,118.42515376225636,66747.25,563.6239251502093
191,三兴苑,121.48841069999993,31.31977623,96.64270554636637,63094.4,652.8625170756331
192,三友星墅(公寓),121.24299099999998,31.246194,67.94928433177644,31262.333333333332,460.0833348102464
193,三友星墅(别墅),121.2403321,31.248096000000004,36.10154231063203,32270.0,893.8676282120051
194,三友星墅（公寓）,121.24299099999999,31.246194,40.16064257028113,30023.0,747.5726999999999
195,三和花园,121.446217,31.234812,144.96843475759601,86095.57142857143,593.891846680508
196,三墩花苑,121.76045600000002,30.998845000000003,19.243986254295532,18576.166666666668,965.2972321428573
197,三宝花苑,121.48373599999996,31.263029000000007,134.4473341863648,66617.77777777778,495.49348212018276
198,三岛龙州苑,121.3480387,30.74031346,31.35593220338983,23802.0,759.0908108108108
199,三峰大厦,121.51903320000004,31.278834100000008,88.34679679236041,68843.0,779.2359485517085
200,三明花园,121.43685879999994,31.020890719999958,45.09410532082125,40390.41176470588,895.6916092990199
201,三星苑,121.2059320000003,31.01849899999991,45.66697040221772,33740.96551724138,738.8483453153008
202,三春汇秀苑,121.38118430000016,31.09942971000005,57.99399814519838,50539.63157894737,871.4631374855779
203,三景苑,121.53448279999999,30.82589026,23.270967141394394,31649.0,1360.0208280000002
204,三杨新村一街坊,121.4960359,31.160745870000014,55.95319764572858,67991.83333333333,1215.1554548111474
205,三杨新村二街坊,121.49346310000007,31.16311580000001,64.70881625140247,71335.0,1102.4000149045212
206,三林世博家园(东书房路390弄),121.54154479999997,31.17052106,91.21893737894138,53044.805555555555,581.5108910466367
207,三林世博家园(东书房路560弄),121.5400896,31.16845604,108.40190742055952,54433.0625,502.1411873208074
208,三林世博家园(大道站路94弄),121.5442629999999,31.16512599999999,115.33717902521558,50801.912280701756,440.4643213061002
209,三林世博家园(新浦路199弄),121.54541869999998,31.17205923,90.85840976484856,54383.666666666664,598.5540227637431
210,三林世博家园(新浦路251弄),121.541399,31.17396528,73.72025955299208,54273.916666666664,736.2144001629991
211,三林世博家园(板泉路2000弄),121.53634369999999,31.17220429,97.66447852524794,54296.291666666664,555.9471825022865
212,三林世博家园(板泉路2101弄),121.53845,31.173287,115.77020202020202,54103.066666666666,467.3315388810121
213,三林世博家园（东书房路390弄）,121.54154480000005,31.170521060000038,67.51364298995894,58095.42857142857,860.4990931991167
214,三林世博家园（东书房路560弄）,121.54008960000007,31.168456040000017,79.6203138745957,58311.0,732.3633525464559
215,三林世博家园（大道站路94弄）,121.54426299999982,31.165126000000022,80.97941255835886,55115.5,680.6112598097733
216,三林世博家园（新浦路199弄）,121.54541869999998,31.17205923,78.47405986460028,67157.0,855.7859771225445
217,三林世博家园（新浦路251弄）,121.54139899999997,31.17396528,64.53249454620037,57338.666666666664,888.5239454925538
218,三林世博家园（新浦路91弄）,121.54660600000001,31.17042427,49.907215260595414,56595.5,1134.014384583092
219,三林世博家园（板泉路2000弄）,121.53634370000006,31.172204289999993,80.89876777674958,61382.666666666664,758.7589817938874
220,三林世博家园（板泉路2101弄）,121.53844999999998,31.173287,79.91953358182178,60010.0,750.8802580605859
221,三林安居苑,121.53221379999984,31.152013030000024,78.70993180062213,56899.933333333334,722.9066527139793
222,三林新村(永泰路133弄),121.511978,31.141016999999994,85.69550599393995,54603.117647058825,637.1759757264301
223,三林新村(永泰路136弄),121.511206,31.140334,110.97396938573411,57527.72727272727,518.3893807814228
224,三林新村(永泰路258弄),121.51211200000004,31.141391,69.5954340420721,57808.0,830.6292042816154
225,三林新村(永泰路468弄),121.519384,31.143292999999982,126.47903538537757,54919.07692307692,434.21486221602066
226,三林新村（永泰路136弄）,121.51120600000007,31.140334000000003,67.7046905188669,59782.666666666664,882.9915063271334
227,三林新村（永泰路258弄）,121.512112,31.141391000000013,66.16979965149461,63731.333333333336,963.1483496851392
228,三林新村（永泰路468弄）,121.5193840000001,31.143293000000014,75.9530019458647,58100.0,764.9467237833552
229,三林苑,121.52888610000016,31.150132809999967,100.52926004630757,52795.1568627451,525.1720428303726
230,三林路380号,121.50559399999999,31.144385999999997,78.57142857142857,43158.0,549.2836363636363
231,三桥小区,121.6150914,31.22655863,93.62498335501967,55547.6,593.2989038766204
232,三江小区,121.44584899999982,31.170615000000005,110.87310201885937,87561.35294117648,789.7438724703707
233,三泉公寓,121.44544300000003,31.31966,66.12802593708872,53843.958333333336,814.2381020803206
234,三泉前进公寓,121.44675,31.317475,66.9481981981982,49307.0,736.4948023549201
235,三泉安居苑,121.45122739999995,31.32051128,69.55236076226932,55390.307692307695,796.3828558117867
236,三泉家园,121.44520600000008,31.324599999999975,inf,54621.84848484849,0.0
237,三泉路332弄,121.44818200000003,31.31311299999999,79.29544496456744,52517.6,662.3028601890952
238,三泉路415弄,121.44666700000006,31.31520799999999,76.52350311380769,53086.28571428572,693.7252419734947
239,三泉路424弄,121.44833100000004,31.314566,76.3629467259975,49214.333333333336,644.4792329704386
240,三泉路510弄,121.44765600000004,31.31597299999999,76.79018019342233,49070.0,639.0139973158082
241,三泉路517弄,121.446783,31.316008999999987,77.50874076595187,51388.583333333336,663.0037183613667
242,三泾北宅小区,121.4210430000001,31.22152600000001,130.73979208389508,84037.17647058824,642.7819344906254
243,三泾南宅,121.42381500000009,31.219081000000056,129.20811684828095,78697.48,609.0753577997606
244,三湘七星府邸,121.504029,31.324810999999997,117.78843370877986,79100.0,671.5430158071958
245,三湘世纪花城,121.49646000000004,31.305280999999987,112.00328513054399,67485.2,602.5287554855511
246,三湘世纪花城三期,121.49857999999998,31.306182999999997,127.26673869090016,69412.33333333333,545.4082822214762
247,三湘世纪花城（三期）,121.49857999999996,31.306183000000008,105.1384234771374,77109.0,733.4045675201468
248,三湘四季花城,121.23371100000064,31.06055299999976,72.1142855882946,47866.181818181816,663.7545033927553
249,三湘四季花城牡丹苑,121.23676229999998,31.059439640000004,57.3365559780241,45617.0,795.6006289858784
250,三湘四季财富广场,121.23673229999991,31.0600402,61.870500811319616,43452.42857142857,702.3125399282151
251,三湘森林海尚(嘉定),121.32044640000002,31.322745609999988,60.344155712294075,50485.71428571428,836.6297231237704
252,三湘森林海尚（嘉定）,121.32044640000002,31.322745609999977,63.17150497054836,55776.0,882.9297327331956
253,三湘海尚城(公寓),121.48525999999998,31.346476,69.37244438046999,61923.17647058824,892.6192095952886
254,三湘海尚城(别墅),121.48532900000001,31.348506,72.05584327854086,60817.0,844.0259281250001
255,三湘海尚城（公寓）,121.48525999999997,31.34647600000001,70.50366524245055,72459.5,1027.7408947580761
256,三湘盛世花园,121.45639699999995,31.331924999999988,65.25448827164836,56867.875,871.478368863523
257,三湘花园,121.47296439999998,31.304745780000005,89.03937761880428,60444.125,678.8471192911255
258,三湘花苑,121.47217699999999,31.283280999999995,113.51957768788137,62227.88888888889,548.1687842425082
259,三琳花苑,121.37799059999999,31.110637969999985,48.28371298170625,47478.0,983.3129448430877
260,三皇桥小区,121.25112739999992,31.383268309999966,42.10764756230541,28501.80769230769,676.8796012680222
261,三盛颐景园(公寓),121.34688800000002,31.128742000000024,61.5215674121331,40779.37704918033,662.8468480979882
262,三盛颐景园（公寓）,121.34688800000002,31.128741999999985,49.58852747215043,44797.30434782609,903.3804113861788
263,三盛颐景园（别墅）,121.34849709999999,31.129221419999997,84.01578893867699,63034.5,750.2696909268899
264,三航大厦,121.4643761,31.20260610000001,107.66902995281677,82858.0,769.5620554611704
265,三航小区,121.51943399999988,31.24120700000002,152.54056854958122,89990.94444444444,589.947613937168
266,三花现代城,121.47956100000007,31.324674999999882,96.16579433477976,64253.56910569106,668.1540931488237
267,三鑫花苑,121.436501,31.235389000000012,111.36524100536741,91857.33333333333,824.8294755533832
268,三铭小区,121.5121749,31.261533999999994,105.92662751814393,72476.0,684.2094542053248
269,三门二小区,121.48491170000013,31.31873823999996,85.15729328018605,52160.969696969696,612.5249839182738
270,三门小区,121.48939399999999,31.31713461,67.2762487903333,50231.0,746.6379428577404
271,三门路11弄,121.52247890000001,31.317438709999998,86.60925180021168,60008.22222222222,692.861570501127
272,三门路24弄,121.52365039999998,31.317269800000005,99.20890313696292,59573.142857142855,600.4818214238203
273,三门路358弄,121.49931899999984,31.315881000000086,90.72920583993334,53867.467741935485,593.7169541301813
274,三门路36弄,121.5229071,31.31720379,111.17795437029056,56994.0,512.6376026867263
275,三门路485弄,121.49991320000008,31.318605669999954,95.42607008602059,52211.21428571428,547.1378443925141
276,三门路489弄,121.49953920000004,31.318341980000007,75.19269477709463,48696.25,647.6194282484203
277,三门路48弄,121.52256270000001,31.31638874,95.59260178881387,58578.0,612.7880076892595
278,三门路505弄,121.49685,31.31757854,54.67625899280576,51558.333333333336,942.9747807017544
279,三门路510弄,121.49721200000018,31.31675300000003,84.31729764411746,54222.42857142857,643.0759771297236
280,三阳小区,121.47474229999993,31.272177469999985,105.64903551935474,63054.166666666664,596.8267136249932
281,三鲁公路319弄,121.539798,31.023807,25.252525252525253,33175.5,1313.7498
282,上中西路767弄,121.42309750000003,31.13679389000001,68.52587797450302,52823.53333333333,770.8552578193571
283,上中路458弄,121.4571688,31.149262920000005,79.38571125036474,64432.0,811.6322066674684
284,上农二小区,121.4900769,31.29319071,86.85598678788952,69908.0,804.8725549652887
285,上农新村,121.48971770000001,31.288608240000016,110.76829419131376,85231.84615384616,769.4606726238624
286,上南一村,121.50393099999978,31.18445699999994,122.2154338080512,67178.96774193548,549.6766296100152
287,上南七村,121.50986919999981,31.180166619999945,101.11233478913705,62406.88888888889,617.2035194225733
288,上南三村,121.5043750000003,31.179455999999966,113.76559237895927,61313.36666666667,538.9447317465598
289,上南九村,121.50473600000018,31.176751999999972,97.0121476822007,61093.48936170213,629.7509211097617
