familyname,birth_lng,birth_lat,work_lng,work_lat,count
Ҷ,103.707386,25.03757054,103.8024348,25.49640693,1
Ҷ,117.9116324,25.12568414,118.0964355,24.48540661,1
Ҷ,117.9116324,25.12568414,114.3115816,30.59846674,1
Ҷ,113.7854737,25.14846565,113.2714313,23.13533631,1
Ҷ,110.2846077,25.21575547,114.0645518,22.54845664,1
Ҷ,110.2846077,25.21575547,110.2035454,25.24288572,2
Ҷ,117.0863224,25.22220638,117.0234476,25.08121984,1
Ҷ,117.0863224,25.22220638,126.5416151,45.80882583,1
Ҷ,115.3966126,25.2388541,114.423558,23.11635885,1
Ҷ,115.3966126,25.2388541,114.9405034,25.8351761,2
Ҷ,115.3966126,25.2388541,114.8925722,40.7732372,1
Ҷ,102.6493773,25.26130596,102.8524484,24.87399815,4
Ҷ,102.6493773,25.26130596,104.0815335,30.65582188,1
Ҷ,102.6493773,25.26130596,116.4133837,39.91092455,1
Ҷ,110.3565883,25.26466986,110.2035454,25.24288572,3
Ҷ,110.3565883,25.26466986,120.5924122,31.30356407,1
Ҷ,110.3565883,25.26466986,116.4133837,39.91092455,2
Ҷ,102.7675563,25.27401948,118.0964355,24.48540661,1
Ҷ,102.7675563,25.27401948,102.8524484,24.87399815,3
Ҷ,110.2745485,25.28713849,110.2035454,25.24288572,1
Ҷ,103.006525,25.31790018,102.8524484,24.87399815,1
Ҷ,117.4517216,25.37999835,119.3034698,26.08042942,1
Ҷ,118.1409708,25.39559852,110.9315426,21.66906403,1
Ҷ,118.1409708,25.39559852,118.6824463,24.87995233,1
Ҷ,119.0741033,25.42759184,120.7064769,28.0010854,1
Ҷ,118.9544426,25.43337487,114.0645518,22.54845664,1
Ҷ,118.9544426,25.43337487,119.014521,25.45986546,3
Ҷ,114.36649,25.44847167,114.9405034,25.8351761,1
Ҷ,114.36649,25.44847167,113.8614964,27.62839271,1
Ҷ,118.7046256,25.46825834,119.3034698,26.08042942,1
Ҷ,115.7651512,25.50575652,114.9405034,25.8351761,1
Ҷ,100.7780707,25.51667329,102.8524484,24.87399815,1
Ҷ,119.0790389,25.60474172,119.014521,25.45986546,2
Ҷ,119.377547,25.63812058,119.3034698,26.08042942,1
Ҷ,117.8179967,25.79744931,119.3034698,26.08042942,1
Ҷ,117.8179967,25.79744931,118.8024217,32.06465289,1
Ҷ,114.9373653,25.83871092,114.9405034,25.8351761,1
Ҷ,118.7947406,25.85738406,119.3034698,26.08042942,2
Ҷ,115.072586,25.90202544,114.9405034,25.8351761,3
Ҷ,115.072586,25.90202544,114.4235637,27.82085642,1
Ҷ,119.5627198,25.91553844,119.3034698,26.08042942,1
Ҷ,117.3285355,25.91943315,119.3034698,26.08042942,1
Ҷ,119.3349364,26.01966438,119.3034698,26.08042942,7
Ҷ,119.3349364,26.01966438,118.1843695,26.64777287,1
Ҷ,119.3240627,26.06215377,119.3034698,26.08042942,5
Ҷ,119.5108025,26.08265032,119.3034698,26.08042942,3
Ҷ,119.2906329,26.09787111,118.0964355,24.48540661,1
Ҷ,119.2906329,26.09787111,119.3034698,26.08042942,18
Ҷ,119.2906329,26.09787111,120.2155118,30.25308298,1
Ҷ,117.5168965,26.17396714,119.3034698,26.08042942,1
Ҷ,117.5168965,26.17396714,117.6455212,26.26973652,2
Ҷ,119.1223832,26.18243219,118.0964355,24.48540661,1
Ҷ,119.1223832,26.18243219,119.3034698,26.08042942,3
Ҷ,119.3149229,26.22175208,119.014521,25.45986546,1
Ҷ,119.3149229,26.22175208,119.3034698,26.08042942,8
Ҷ,105.3830337,26.23586507,106.6365768,26.65332482,1
Ҷ,116.3723215,26.30556531,114.9405034,25.8351761,1
Ҷ,113.850536,26.38271249,112.9454732,28.2348894,1
Ҷ,106.6652732,26.39791693,106.6365768,26.65332482,2
Ҷ,117.2185988,26.41848413,114.0645518,22.54845664,1
Ҷ,117.2185988,26.41848413,118.0964355,24.48540661,1
Ҷ,117.2185988,26.41848413,119.3034698,26.08042942,1
Ҷ,107.2039037,26.43366375,106.6365768,26.65332482,1
Ҷ,119.4652342,26.50632572,118.0964355,24.48540661,1
Ҷ,119.4652342,26.50632572,119.3034698,26.08042942,1
Ҷ,106.7241735,26.54141327,106.6365768,26.65332482,5
Ҷ,101.7494417,26.58204354,101.7255412,26.58803317,1
Ҷ,101.7494417,26.58204354,121.6285725,29.86603305,1
Ҷ,118.2547366,26.5901551,114.0645518,22.54845664,2
Ҷ,118.2547366,26.5901551,118.1843695,26.64777287,4
Ҷ,106.717914,26.60352465,106.6365768,26.65332482,4
Ҷ,106.717914,26.60352465,121.4805389,31.23592904,1
Ҷ,106.717914,26.60352465,121.6216315,38.91895367,1
Ҷ,106.6867428,26.7197374,106.6365768,26.65332482,1
Ҷ,104.7625469,26.731157,104.8375546,26.59883311,2
Ҷ,119.4545595,26.76386543,119.5545107,26.67224171,1
Ҷ,117.8736808,26.90871228,118.0964355,24.48540661,1
Ҷ,117.8736808,26.90871228,102.8524484,24.87399815,1
Ҷ,117.8736808,26.90871228,119.3034698,26.08042942,1
Ҷ,118.4851472,27.04491366,118.0964355,24.48540661,1
Ҷ,118.4851472,27.04491366,112.9454732,28.2348894,1
Ҷ,105.7372022,27.25305963,104.8375546,26.59883311,1
Ҷ,118.9716712,27.32478179,114.0645518,22.54845664,1
Ҷ,118.0677929,27.40838088,119.3034698,26.08042942,1
Ҷ,120.4455428,27.43443638,120.7064769,28.0010854,1
Ҷ,120.4455428,27.43443638,106.5584342,29.56899625,1
Ҷ,120.4455428,27.43443638,120.2155118,30.25308298,1
Ҷ,120.3893873,27.63770076,110.3255255,20.04404944,1
Ҷ,120.3893873,27.63770076,120.5725154,27.6677244,1
Ҷ,120.3893873,27.63770076,120.7064769,28.0010854,1
Ҷ,120.3893873,27.63770076,120.2155118,30.25308298,3
Ҷ,120.3893873,27.63770076,117.2108131,39.1439299,1
Ҷ,113.8788689,27.64539499,113.8614964,27.62839271,8
Ҷ,113.470625,27.66227857,112.9504642,27.83570223,1
Ҷ,113.068009,27.77777212,113.1404708,27.83356764,1
Ҷ,120.0284221,27.81271344,120.7064769,28.0010854,3
Ҷ,120.0284221,27.81271344,120.5924122,31.30356407,1
Ҷ,120.0284221,27.81271344,119.9814847,31.81579565,1
Ҷ,113.1697598,27.82207253,114.0645518,22.54845664,1
Ҷ,113.1697598,27.82207253,113.1404708,27.83356764,2
Ҷ,113.1697598,27.82207253,116.4133837,39.91092455,1
Ҷ,120.4683404,27.82923053,120.7064769,28.0010854,3
Ҷ,120.4683404,27.82923053,104.7844488,29.34558492,1
Ҷ,120.4683404,27.82923053,121.4805389,31.23592904,1
Ҷ,115.0078506,27.85057812,113.8614964,27.62839271,1
Ҷ,115.0078506,27.85057812,114.9235347,27.8235787,1
Ҷ,115.0078506,27.85057812,116.0075349,29.71134056,1
Ҷ,115.0078506,27.85057812,121.4805389,31.23592904,1
Ҷ,121.1258261,27.90366365,118.0964355,24.48540661,1
Ҷ,121.1258261,27.90366365,120.7064769,28.0010854,4
Ҷ,121.1258261,27.90366365,120.2155118,30.25308298,2
Ҷ,113.2125259,27.90722881,109.4344219,24.33196139,1
Ҷ,113.2125259,27.90722881,113.1404708,27.83356764,7
Ҷ,113.2125259,27.90722881,112.9504642,27.83570223,1
Ҷ,113.2125259,27.90722881,112.9454732,28.2348894,2
Ҷ,120.8110777,27.91334071,120.7064769,28.0010854,13
Ҷ,113.023488,27.92774736,112.9504642,27.83570223,2
Ҷ,113.1635111,27.94158415,114.0645518,22.54845664,1
Ҷ,113.1635111,27.94158415,113.1404708,27.83356764,1
Ҷ,113.1635111,27.94158415,121.4805389,31.23592904,1
Ҷ,120.5584036,27.97217719,120.7064769,28.0010854,18
Ҷ,120.5584036,27.97217719,120.2155118,30.25308298,1
Ҷ,120.5584036,27.97217719,116.4133837,39.91092455,1
Ҷ,120.5657985,28.06786505,120.7064769,28.0010854,94
Ҷ,120.5657985,28.06786505,121.4274347,28.66219406,1
Ҷ,120.5657985,28.06786505,120.2155118,30.25308298,3
Ҷ,120.5657985,28.06786505,121.4805389,31.23592904,1
Ҷ,120.5657985,28.06786505,123.4559899,41.72091567,1
Ҷ,112.9961952,28.14447086,112.9454732,28.2348894,6
Ҷ,112.9961952,28.14447086,121.4805389,31.23592904,1
Ҷ,113.0202007,28.14644436,112.9454732,28.2348894,3
Ҷ,121.2844261,28.17973801,120.2155118,30.25308298,1
Ҷ,117.1978704,28.19060446,114.3115816,30.59846674,1
Ҷ,104.806618,28.19699014,104.6494037,28.75800703,1
Ҷ,113.0209689,28.20381055,112.9454732,28.2348894,3
Ҷ,117.057706,28.24720538,117.0755754,28.26578706,2
Ҷ,113.02473,28.26021906,113.2714313,23.13533631,1
Ҷ,113.02473,28.26021906,112.9454732,28.2348894,6
Ҷ,121.0161749,28.26183899,120.7064769,28.0010854,1
Ҷ,121.0161749,28.26183899,121.6285725,29.86603305,1
Ҷ,121.0161749,28.26183899,120.5854785,30.03636931,1
Ҷ,121.0161749,28.26183899,120.2155118,30.25308298,1
Ҷ,121.0161749,28.26183899,120.5924122,31.30356407,1
Ҷ,109.7709258,28.3171426,112.9454732,28.2348894,1
Ҷ,120.6688087,28.33639047,120.7064769,28.0010854,12
Ҷ,120.6688087,28.33639047,121.6285725,29.86603305,1
Ҷ,120.6688087,28.33639047,120.2155118,30.25308298,1
Ҷ,120.6688087,28.33639047,118.8024217,32.06465289,1
Ҷ,121.421046,28.40055382,121.4274347,28.66219406,1
Ҷ,121.421046,28.40055382,120.2155118,30.25308298,3
Ҷ,121.421046,28.40055382,117.0636039,30.53095657,1
Ҷ,121.421046,28.40055382,121.4805389,31.23592904,1
Ҷ,121.421046,28.40055382,120.5924122,31.30356407,1
Ҷ,121.421046,28.40055382,87.62443994,43.8307632,1
Ҷ,117.9443668,28.40567969,117.9494596,28.46062592,1
Ҷ,116.3174578,28.44175803,115.0185702,25.86638462,1
Ҷ,116.3174578,28.44175803,115.8645894,28.6894553,5
Ҷ,121.4502425,28.54865944,121.4274347,28.66219406,9
Ҷ,110.601178,28.57660451,116.4133837,39.91092455,1
Ҷ,118.6070862,28.58196994,119.6534362,29.08463939,1
Ҷ,118.6070862,28.58196994,121.4805389,31.23592904,1
Ҷ,121.0883178,28.60465528,121.4274347,28.66219406,8
Ҷ,105.3906056,28.61404137,107.4745939,31.21430772,1
Ҷ,116.0712609,28.62077204,115.0185702,25.86638462,1
Ҷ,116.0712609,28.62077204,115.8645894,28.6894553,2
Ҷ,116.0712609,28.62077204,121.4805389,31.23592904,1
Ҷ,115.9219542,28.63660146,115.8645894,28.6894553,6
Ҷ,115.9219542,28.63660146,116.4133837,39.91092455,2
Ҷ,121.4673764,28.65701566,121.4274347,28.66219406,3
Ҷ,115.8989477,28.65732589,114.0645518,22.54845664,1
Ҷ,115.8989477,28.65732589,115.8645894,28.6894553,5
Ҷ,115.9101483,28.69237515,113.1285122,23.02775875,1
Ҷ,115.9101483,28.69237515,115.8645894,28.6894553,9
Ҷ,115.9101483,28.69237515,120.2155118,30.25308298,1
Ҷ,115.9101483,28.69237515,121.4805389,31.23592904,2
Ҷ,115.9309064,28.7008485,117.9494596,28.46062592,1
Ҷ,115.9309064,28.7008485,115.8645894,28.6894553,1
Ҷ,113.7208465,28.76220296,110.1884531,22.65983051,1
Ҷ,113.7208465,28.76220296,112.9454732,28.2348894,1
Ҷ,119.7208332,28.77405556,119.6534362,29.08463939,1
Ҷ,119.7208332,28.77405556,120.2155118,30.25308298,1
Ҷ,115.9529541,28.81262945,115.0185702,25.86638462,1
Ҷ,115.9529541,28.81262945,115.8645894,28.6894553,2
Ҷ,104.6932546,28.81581998,104.0815335,30.65582188,1
Ҷ,115.5952024,28.83641186,115.8645894,28.6894553,2
Ҷ,121.2219193,28.85738859,119.014521,25.45986546,1
Ҷ,121.2219193,28.85738859,119.6534362,29.08463939,1
Ҷ,121.2219193,28.85738859,120.2155118,30.25308298,3
Ҷ,112.0443106,28.86480023,113.2714313,23.13533631,1
Ҷ,105.3717126,28.87690068,104.0815335,30.65582188,1
Ҷ,105.3717126,28.87690068,107.4745939,31.21430772,1
Ҷ,104.3827099,28.90687143,104.0815335,30.65582188,1
Ҷ,117.2732788,28.96992821,117.1845764,29.27424771,1
Ҷ,117.2732788,28.96992821,117.2108131,39.1439299,1
Ҷ,118.5476705,28.97366616,120.7064769,28.0010854,1
Ҷ,118.5476705,28.97366616,120.2155118,30.25308298,2
Ҷ,118.5476705,28.97366616,121.6216315,38.91895367,1
Ҷ,112.5649422,28.97718604,114.0645518,22.54845664,1
Ҷ,119.5175723,28.98453967,119.6534362,29.08463939,15
Ҷ,119.5175723,28.98453967,120.5854785,30.03636931,1
Ҷ,119.5175723,28.98453967,120.2155118,30.25308298,1
Ҷ,105.4378417,28.98746024,102.8524484,24.87399815,1
Ҷ,105.4378417,28.98746024,119.4304894,32.19471592,1
Ҷ,111.7477956,28.99524299,111.7054522,29.03775,2
Ҷ,111.6974499,28.99687124,111.7054522,29.03775,2
Ҷ,119.1986642,28.99707939,122.2135563,29.99091168,1
Ҷ,119.1986642,28.99707939,120.2155118,30.25308298,4
Ҷ,119.1986642,28.99707939,116.4133837,39.91092455,1
Ҷ,118.813003,28.99853529,120.7064769,28.0010854,12
Ҷ,118.813003,28.99853529,118.8665967,28.9755458,1
Ҷ,118.813003,28.99853529,121.6285725,29.86603305,1
Ҷ,118.813003,28.99853529,120.2155118,30.25308298,4
Ҷ,118.813003,28.99853529,118.8024217,32.06465289,1
Ҷ,121.4882288,29.01774425,121.6285725,29.86603305,1
Ҷ,121.4882288,29.01774425,120.2155118,30.25308298,1
Ҷ,121.4882288,29.01774425,116.4133837,39.91092455,1
Ҷ,110.5010073,29.08853881,110.4855325,29.12281556,2
Ҷ,115.7424754,29.14131062,115.8645894,28.6894553,1
Ҷ,115.7424754,29.14131062,116.0075349,29.71134056,2
Ҷ,115.7424754,29.14131062,114.3115816,30.59846674,1
Ҷ,120.9855632,29.15177864,120.2155118,30.25308298,2
Ҷ,105.0222205,29.15229706,104.0815335,30.65582188,1
Ҷ,118.3316501,29.18993794,120.7064769,28.0010854,1
Ҷ,118.3316501,29.18993794,120.5854785,30.03636931,1
Ҷ,118.3316501,29.18993794,120.2155118,30.25308298,2
Ҷ,118.3316501,29.18993794,120.7635518,30.75097483,1
Ҷ,118.3316501,29.18993794,116.4133837,39.91092455,1
Ҷ,109.5159606,29.22552928,104.0815335,30.65582188,1
Ҷ,103.9801985,29.2311905,103.7725376,29.55794072,1
Ҷ,104.8547634,29.24264048,104.7844488,29.34558492,3
Ҷ,115.0231595,29.26384403,115.8645894,28.6894553,2
Ҷ,115.0231595,29.26384403,116.0075349,29.71134056,10
Ҷ,117.1861999,29.27215484,117.1845764,29.27424771,2
Ҷ,117.1861999,29.27215484,120.3185833,31.49880973,2
Ҷ,104.7078544,29.28261397,104.7844488,29.34558492,1
Ҷ,119.5333376,29.28410254,113.2485478,35.22096325,1
Ҷ,105.8803576,29.29648765,106.5584342,29.56899625,1
Ҷ,117.2341194,29.30323056,114.0645518,22.54845664,1
Ҷ,117.2341194,29.30323056,117.1845764,29.27424771,8
Ҷ,117.2341194,29.30323056,125.3306021,43.8219535,1
Ҷ,121.4636244,29.31447409,121.4364318,29.29431744,4
Ҷ,121.4636244,29.31447409,121.6285725,29.86603305,5
Ҷ,121.4636244,29.31447409,120.2155118,30.25308298,2
Ҷ,121.4636244,29.31447409,121.4805389,31.23592904,2
Ҷ,121.4636244,29.31447409,120.9015917,31.98654943,1
Ҷ,103.6045482,29.31640976,103.7725376,29.55794072,1
Ҷ,113.1553698,29.36774346,112.9454732,28.2348894,1
Ҷ,113.1553698,29.36774346,113.1354894,29.36317829,2
Ҷ,105.2529577,29.36786875,104.0815335,30.65582188,1
Ҷ,106.7582742,29.37802797,106.5584342,29.56899625,1
Ҷ,121.8586656,29.37877101,121.6285725,29.86603305,3
Ҷ,121.8586656,29.37877101,121.4805389,31.23592904,1
Ҷ,103.8466333,29.39544351,103.7725376,29.55794072,2
Ҷ,104.3724079,29.3989785,104.7844488,29.34558492,2
Ҷ,115.6340843,29.40172848,116.0075349,29.71134056,1
Ҷ,120.9757015,29.41431398,120.2155118,30.25308298,1
Ҷ,120.9757015,29.41431398,121.4805389,31.23592904,1
Ҷ,120.9757015,29.41431398,124.3564816,43.17199357,1
Ҷ,106.3705949,29.43456615,106.5584342,29.56899625,3
Ҷ,112.82353,29.46196318,114.0645518,22.54845664,1
Ҷ,105.5126565,29.47119589,106.5584342,29.56899625,1
Ҷ,105.5126565,29.47119589,117.2108131,39.1439299,1
Ҷ,105.5126565,29.47119589,116.4133837,39.91092455,1
Ҷ,119.3795332,29.48711532,120.5854785,30.03636931,1
Ҷ,119.3795332,29.48711532,120.2155118,30.25308298,4
Ҷ,119.3795332,29.48711532,118.8024217,32.06465289,1
Ҷ,112.6510095,29.49339583,112.9454732,28.2348894,1
Ҷ,113.3537742,29.52621073,118.0964355,24.48540661,1
Ҷ,113.3537742,29.52621073,113.1354894,29.36317829,1
Ҷ,119.9104875,29.52626641,120.2155118,30.25308298,1
Ҷ,106.6671785,29.54151462,116.4133837,39.91092455,1
Ҷ,106.5469668,29.55523619,106.5584342,29.56899625,2
Ҷ,117.3089785,29.55655554,117.1845764,29.27424771,1
Ҷ,106.1987266,29.56750151,106.5584342,29.56899625,1
Ҷ,110.187336,29.56769159,112.9454732,28.2348894,1
Ҷ,118.8957649,29.61471423,120.2155118,30.25308298,1
Ҷ,121.3771856,29.61707347,121.6285725,29.86603305,1
Ҷ,106.7136147,29.61931774,116.4133837,39.91092455,1
Ҷ,103.8047822,29.61984412,104.0815335,30.65582188,1
Ҷ,105.2021688,29.62808855,105.064588,29.58588654,3
Ҷ,105.2021688,29.62808855,121.4805389,31.23592904,1
Ҷ,106.3748049,29.63054814,106.5584342,29.56899625,2
Ҷ,106.3748049,29.63054814,121.4805389,31.23592904,1
Ҷ,115.8420355,29.64022993,116.0075349,29.71134056,5
