投资方所在城市,融资方所在城市,阵营,投资企业对数,经度,纬度
北京,乌鲁木齐,1,171,87.8094631006,43.5313046469
南昌,赣州,0,166,115.270276386,25.7067696556
杭州,舟山,0,150,122.13917249,30.0553941995
广州,佛山,0,142,112.94508169,23.0127749858
北京,张家口,1,140,115.02997891,40.8611481583
深圳,九江,1,140,115.437787326,29.3279801382
北京,潍坊,1,139,119.075691601,36.536594451
北京,南昌,1,139,116.024443256,28.6633621609
北京,银川,1,132,106.341244948,38.2192835973
北京,呼伦贝尔,1,127,121.178173784,49.6519523509
深圳,南宁,1,124,108.464015667,23.0584134307
北京,呼和浩特,1,110,111.399370918,40.5810079565
上海,盐城,1,109,120.175286224,33.5153555609
北京,承德,1,107,117.551042014,41.340428396
济南,德州,0,98,116.64541331,37.244336402
杭州,衢州,0,98,118.677516799,28.9340789716
厦门,漳州,0,98,117.441200797,24.3831962252
杭州,台州,0,90,121.089649417,28.7920082915
北京,贵阳,1,90,106.707306335,26.8429934259
北京,沧州,1,90,116.752696412,38.2657656361
银川,吴忠,0,89,107.056492602,37.6284503763
上海,泰州,1,86,120.05755184,32.295852384
北京,邯郸,1,82,114.54555308,36.5509236328
乌鲁木齐,阿克苏地区,0,81,,
北京,临沂,1,78,118.279789444,35.3092645187
北京,鹰潭,1,76,117.10685019,28.2253820103
长沙,常德,0,75,111.523850854,29.2974406323
西安,咸阳,0,74,108.4494129,34.8272305748
西安,渭南,0,72,109.856936314,34.9518234916
北京,兰州,1,72,103.638543494,36.3489055767
北京,威海,1,69,121.982230785,37.1191305819
北京,喀什地区,1,68,,
北京,邢台,1,68,114.819197893,37.2116829999
北京,徐州,1,68,117.480705662,34.2587766939
武汉,黄冈,0,67,115.34896726,30.7182656835
北京,鄂尔多斯,1,67,108.618593771,39.4092533576
成都,达州,0,67,107.64272373,31.3639402446
成都,德阳,0,67,104.430667514,31.1339756257
抚州,佳木斯,0,67,132.200214943,47.255087237
北京,淄博,1,62,118.010500338,36.5914699701
成都,绵阳,0,61,104.705358137,31.8468625936
北京,滨州,1,61,117.864583632,37.575764401
深圳,清远,1,60,112.875910188,24.3114647761
深圳,中山,1,60,113.389491138,22.5221140275
郑州,开封,0,59,114.534456752,34.6086381576
北京,包头,1,58,110.218042216,41.6418500189
南京,淮安,0,57,118.961844937,33.3561516982
济南,济宁,0,57,116.67539172,35.3785473334
成都,凉山彝族自治州,0,56,,
北京,秦皇岛,1,55,119.183889469,40.0884882838
济南,菏泽,0,55,115.689680141,35.1533992642
北京,宿迁,1,54,118.518044118,33.7845818342
长春,吉林,0,53,126.841290435,43.5774601864
郑州,洛阳,0,51,112.02422841,34.2862770095
南宁,柳州,0,51,109.379696501,24.9370611389
长沙,湘潭,0,51,112.530368577,27.7049103307
武汉,宜昌,0,51,111.136025443,30.7482684559
长沙,岳阳,0,50,113.255373328,29.06454046
北京,绥化,1,50,126.616087847,46.890019373
上海,扬州,1,49,119.471409838,32.7375896346
昆明,红河哈尼族彝族自治州,0,48,,
福州,莆田,0,48,118.879674516,25.4571400714
乌鲁木齐,昌吉回族自治州,0,47,,
杭州,丽水,0,46,119.510527575,28.1982961548
长沙,衡阳,0,46,112.573420211,26.7925301314
郑州,新乡,0,45,114.092211697,35.2670772631
南宁,百色,0,43,107.035772771,23.6614884391
太原,晋中,0,43,112.961855815,37.3279302446
合肥,滁州,0,43,118.098885241,32.5449846607
成都,乐山,0,43,103.532404151,29.1782825258
北京,泰安,1,43,117.035710843,36.0009861365
成都,眉山,0,43,103.641301199,30.0619304809
西安,宝鸡,0,42,107.201963817,34.3783133934
北京,三亚,1,42,109.417993438,18.3920682395
北京,宜春,1,41,115.061146398,28.5700976185
合肥,阜阳,0,41,115.701807911,32.9158627496
武汉,荆州,0,40,112.655927602,29.8484798317
郑州,商丘,0,40,115.699500504,34.2909714488
郑州,周口,0,40,114.878292807,33.724344276
西安,榆林,0,39,109.553991328,38.0379812098
深圳,河源,1,39,114.957578127,24.041916141
成都,南充,0,39,106.20434408,31.1959423625
合肥,安庆,0,39,116.594268791,30.6106751261
武汉,襄阳,0,38,111.93766036,31.9344507749
北京,大同,1,38,113.719411,39.9017848222
上海,马鞍山,1,38,118.613763467,31.5323778572
郑州,许昌,0,37,113.709213472,34.0727649921
南宁,桂林,0,36,110.511766561,25.3519452869
北京,赤峰,1,36,118.904959124,43.1947341885
合肥,六安,0,36,116.312145694,31.7560590375
郑州,平顶山,0,35,113.014207438,33.7968717013
南昌,吉安,0,35,114.822849138,26.9730002281
深圳,萍乡,1,34,113.900285648,27.5155162634
北京,东营,1,34,118.615798406,37.6303322383
贵阳,黔南布依族苗族自治州,0,33,,
北京,锡林郭勒盟,1,33,,
北京,大庆,1,32,124.317028033,46.527882805
武汉,荆门,0,32,112.609230363,31.0710770674
郑州,南阳,0,32,112.286515719,33.0462533589
武汉,孝感,0,32,113.879115408,31.1191958665
长沙,娄底,0,32,111.208381843,27.8588837544
上海,宿州,1,31,117.212164673,33.859664667
北京,十堰,1,31,110.44027763,32.4581748245
郑州,驻马店,0,31,114.148797271,32.9243766426
北京,上饶,1,29,117.9497646,28.7600838811
上海,上饶,1,29,117.9497646,28.7600838811
呼和浩特,乌兰察布,0,29,112.459882056,41.6808643781
成都,广元,0,29,105.77965861,32.2606905652
成都,广安,0,29,106.663515367,30.4249383604
贵阳,黔东南苗族侗族自治州,0,29,,
成都,巴中,0,28,107.038188833,32.0155969603
北京,枣庄,1,28,117.310288282,35.0325600892
合肥,淮南,0,28,116.733045967,32.7568698018
昆明,丽江,0,28,100.524832949,26.9419138638
成都,泸州,0,27,105.462113801,28.5508654308
贵阳,遵义,0,27,107.086352088,28.1676619107
长沙,益阳,0,27,111.808649049,28.3334333691
上海,宣城,1,27,118.856128319,30.690931106
合肥,亳州,0,26,116.182133908,33.4325380314
北京,日照,1,26,119.134088275,35.5841759127
郑州,焦作,0,26,113.117443123,35.1061306585
南宁,贵港,0,26,109.998175606,23.3100315884
合肥,蚌埠,0,25,117.327663746,33.1119871271
长沙,邵阳,0,25,110.915650898,26.8726168321
长沙,郴州,0,25,113.134839925,25.8116998935
长沙,株洲,0,25,113.519552948,27.1163929922
昆明,大理白族自治州,0,24,,
广州,江门,0,24,112.667787985,22.2980836353
太原,吕梁,0,24,111.262529043,37.6767890314
北京,永州,1,23,111.769541227,25.6908733976
昆明,玉溪,0,23,102.678676868,24.2272276938
北京,衡水,1,23,115.852176753,37.6362650134
昆明,曲靖,0,23,103.93895161,25.7013209994
北京,西宁,1,23,101.451113542,36.8142937624
武汉,咸宁,0,22,114.174914704,29.6259158262
武汉,鄂州,0,22,114.805508857,30.44902039
北京,湘西土家族苗族自治州,1,22,,
深圳,汕头,1,22,116.555530272,23.330681385
济南,聊城,0,22,115.881984089,36.4580882571
哈尔滨,牡丹江,0,21,129.889484361,44.5926621777
西安,延安,0,21,109.320505828,36.4376585567
北京,定西,1,20,104.450809433,35.1188717502
成都,内江,0,20,104.907948563,29.6411079391
成都,资阳,0,20,104.953340591,30.1802755486
北京,博尔塔拉蒙古自治州,1,20,,
南宁,钦州,0,20,109.024507902,22.1833012192
哈尔滨,双鸭山,0,20,132.144828937,46.3072456498
昆明,西双版纳傣族自治州,0,19,,
南宁,玉林,0,19,110.182564447,22.4428700016
北京,朝阳,1,19,120.009996791,41.5103736995
沈阳,铁岭,0,19,124.172161855,42.6409023987
广州,肇庆,0,18,112.202555079,23.5397260823
北京,葫芦岛,1,18,120.192864003,40.6261741141
太原,忻州,0,18,112.43027139,38.6914375116
深圳,汕尾,1,18,115.532047982,23.015488473
昆明,保山,0,18,98.9725729865,24.9790540142
南宁,防城港,0,18,108.002509665,21.8822387144
沈阳,营口,0,18,122.487313407,40.3597557385
北京,运城,1,17,111.086591024,35.1949340498
兰州,白银,0,17,105.025181453,36.2452049344
太原,阳泉,0,17,113.501902518,38.0619533743
南宁,崇左,0,17,107.275593841,22.5025039596
上海,连云港,1,16,119.131887634,34.5329086065
南京,连云港,0,16,119.131887634,34.5329086065
贵阳,安顺,0,16,105.951365814,25.9956824501
南宁,河池,0,16,107.840098932,24.6445183862
北京,通辽,1,16,121.577319554,43.8189888688
合肥,铜陵,0,16,117.89438707,30.9448598202
武汉,随州,0,16,113.424642017,31.829691489
厦门,龙岩,0,15,116.739194013,25.2920661556
北京,黄山,1,15,118.077165369,29.9060894539
北京,庆阳,1,15,107.594395318,36.1647995305
兰州,酒泉,0,15,96.2255513305,40.4581809561
北京,酒泉,1,15,96.2255513305,40.4581809561
昆明,楚雄彝族自治州,0,14,,
郑州,三门峡,0,14,110.760616888,34.2297321142
太原,朔州,0,14,112.731072685,39.4515425822
北京,锦州,1,14,122.1276071,41.7056938843
北京,盘锦,1,14,121.99780925,41.082524232
北京,安阳,1,14,114.636913626,35.4832428865
乌鲁木齐,巴音郭楞蒙古自治州,0,14,,
北京,巴彦淖尔,1,14,107.564661657,41.5878397003
成都,雅安,0,14,102.661567069,29.9136424572
西安,铜川,0,14,109.175338575,35.2981214087
乌鲁木齐,和田地区,0,13,,
长春,四平,0,13,124.473024459,43.5691446169
北京,濮阳,1,12,115.186179744,35.818149697
昆明,普洱,0,12,100.718373036,23.1859171903
西安,汉中,0,12,107.104140807,33.0889083557
北京,山南地区,1,12,,
成都,宜宾,0,12,104.635831189,28.5712774941
北京,信阳,1,12,114.883648525,32.0816602932
北京,张掖,1,12,99.90171985,38.9235853398
北京,铜仁,1,12,108.544584764,27.9687206563
北京,铜仁,1,12,108.544584764,27.9687206563
昆明,德宏傣族景颇族自治州,0,11,,
长春,延边朝鲜族自治州,0,11,,
昆明,昭通,0,11,103.998145486,27.6525864948
成都,攀枝花,0,11,101.731413397,26.8061938317
南宁,梧州,0,11,110.97337166,23.2002931144
深圳,梅州,1,11,116.07866931,24.2018151873
哈尔滨,齐齐哈尔,0,11,124.533878694,47.6967626516
北京,齐齐哈尔,1,11,124.533878694,47.6967626516
兰州,天水,0,11,105.740149962,34.6504716072
西安,安康,0,10,108.92965593,32.7573978184
成都,自贡,0,10,104.961213664,29.2217954232
长春,白山,0,10,127.285610012,42.0676635125
贵阳,六盘水,0,10,104.651762927,25.8547514439
深圳,韶关,1,10,113.772863358,24.8175018307
福州,宁德,0,10,119.525337183,27.1525886371
上海,宁德,1,10,119.525337183,27.1525886371
昆明,文山壮族苗族自治州,0,10,,
北京,辽源,1,10,125.304836751,42.8097338625
南昌,抚州,0,10,116.433348614,27.5092972994
西宁,海西蒙古族藏族自治州,0,9,,
西安,商洛,0,9,109.898496199,33.6490876037
北京,鞍山,1,9,123.311254248,40.4244897423
广州,云浮,0,9,111.791609466,22.8645994249
北京,揭阳,1,9,116.116729307,23.3375364966
太原,临汾,0,9,111.374331297,36.2353877293
广州,茂名,0,9,110.952666315,22.0152368131
长春,白城,0,8,123.010020734,45.3426110899
南宁,北海,0,8,109.335612571,21.6793992485
贵阳,毕节,0,8,105.210244633,27.0684334498
贵阳,毕节,0,8,105.210244633,27.0684334498
兰州,临夏回族自治州,0,8,,
北京,莱芜,1,8,117.651838532,36.2867074983
哈尔滨,黑河,0,8,126.996351701,49.2530986124
呼和浩特,阿拉善盟,0,8,102.484793321,40.4997342418
长沙,怀化,0,8,110.069225757,27.5427297621
广州,湛江,0,8,110.303801914,20.4640326399
兰州,陇南,0,8,105.209135288,33.5938826196
武汉,黄石,0,7,115.022554449,29.9281364887
武汉,恩施土家族苗族自治州,0,7,,
北京,克拉玛依,1,7,85.2440883636,45.6067831345
哈尔滨,鸡西,0,7,132.302426461,45.5431717643
上海,池州,1,7,117.366095049,30.2838388703
北京,兴安盟,1,7,121.38567335,46.2157994401
北京,哈密地区,1,6,,
沈阳,阜新,0,6,121.959474454,42.2856981048
北京,塔城地区,1,6,,
上海,松原,1,6,124.475153872,44.8001982261
上海,淮北,1,6,116.694557639,33.7492103836
合肥,淮北,0,6,116.694557639,33.7492103836
北京,淮北,1,6,116.694557639,33.7492103836
石家庄,通化,0,6,125.948225432,41.9508001253
北京,长治,1,6,112.916015096,36.4761566955
南昌,景德镇,0,5,117.269337981,29.3071248951
上海,景德镇,1,5,117.269337981,29.3071248951
秦皇岛,抚顺,0,5,124.653898593,41.8327974774
深圳,嘉峪关,1,5,98.1957829561,39.8164874227
秦皇岛,本溪,0,5,124.077613678,41.1907857988
天津,本溪,0,5,124.077613678,41.1907857988
哈尔滨,鹤岗,0,5,130.31505392,47.7601194496
北京,乌海,1,5,106.882873414,39.5669625568
银川,中卫,0,5,105.706395331,36.5693450516
成都,遂宁,0,5,105.470484465,30.6311127344
长沙,张家界,0,5,110.5299907,29.3920468287
伊犁哈萨克自治州,阿勒泰地区,0,5,,
昆明,迪庆藏族自治州,0,5,,
北京,漯河,1,4,113.902628459,33.6568181728
北京,鹤壁,1,4,114.354192817,35.6449079221
上海,三沙,1,4,,
海口,三沙,0,4,,
银川,石嘴山,0,4,106.517788673,38.9755007252
北京,大兴安岭地区,1,4,,
广州,阳江,0,4,111.774204951,22.0383015818
太原,晋城,0,4,112.705075962,35.6106981578
昆明,临沧,0,4,99.6334364438,23.8219398519
昆明,怒江傈僳族自治州,0,4,,
成都,阿坝藏族羌族自治州,0,4,,
哈尔滨,七台河,0,4,130.862744666,45.8972784732
秦皇岛,辽阳,0,4,123.411641921,41.1253950951
秦皇岛,丹东,0,4,124.406588969,40.5485906661
盐城,平凉,0,4,107.22848716,35.2044904905
