投资方所在城市,融资方所在城市,投资企业对数,lng_tz,lat_tz,lng_rz,lat_rz
洛阳,郑州,30,112.02422841,34.2862770095,113.471850802,34.6263627848
咸宁,郑州,4,114.174914704,29.6259158262,113.471850802,34.6263627848
新乡,郑州,15,114.092211697,35.2670772631,113.471850802,34.6263627848
安阳,郑州,5,114.636913626,35.4832428865,113.471850802,34.6263627848
商丘,郑州,12,115.699500504,34.2909714488,113.471850802,34.6263627848
许昌,郑州,12,113.709213472,34.0727649921,113.471850802,34.6263627848
南阳,郑州,5,112.286515719,33.0462533589,113.471850802,34.6263627848
驻马店,郑州,3,114.148797271,32.9243766426,113.471850802,34.6263627848
焦作,郑州,3,113.117443123,35.1061306585,113.471850802,34.6263627848
北京,石家庄,959,116.409349256,40.1841180253,114.44284612,38.1289585008
上海,石家庄,108,121.404084553,31.0844617511,114.44284612,38.1289585008
深圳,石家庄,89,113.981097454,22.6612174267,114.44284612,38.1289585008
天津,石家庄,21,117.332394543,39.3085542563,114.44284612,38.1289585008
杭州,石家庄,9,119.484701009,29.9049798065,114.44284612,38.1289585008
苏州,石家庄,3,120.64180324,31.3759706021,114.44284612,38.1289585008
南京,石家庄,8,118.842463658,31.9287592963,114.44284612,38.1289585008
成都,石家庄,38,103.501067544,30.5086877776,114.44284612,38.1289585008
无锡,石家庄,3,120.351629529,31.6615440474,114.44284612,38.1289585008
青岛,石家庄,5,120.143935648,36.456032729,114.44284612,38.1289585008
大连,石家庄,3,122.219575666,39.6124317573,114.44284612,38.1289585008
南通,石家庄,3,120.996756876,32.1893721211,114.44284612,38.1289585008
温州,石家庄,4,120.010122334,27.6625993395,114.44284612,38.1289585008
廊坊,石家庄,7,116.535844506,39.1117554763,114.44284612,38.1289585008
唐山,石家庄,4,118.340532724,39.7358857445,114.44284612,38.1289585008
保定,石家庄,4,115.168613586,39.0222939691,114.44284612,38.1289585008
呼和浩特,石家庄,16,111.399370918,40.5810079565,114.44284612,38.1289585008
邯郸,石家庄,7,114.54555308,36.5509236328,114.44284612,38.1289585008
东营,石家庄,4,118.615798406,37.6303322383,114.44284612,38.1289585008
张家口,石家庄,3,115.02997891,40.8611481583,114.44284612,38.1289585008
沧州,石家庄,10,116.752696412,38.2657656361,114.44284612,38.1289585008
邢台,石家庄,13,114.819197893,37.2116829999,114.44284612,38.1289585008
北京,西安,912,116.409349256,40.1841180253,108.789503511,34.1107819802
上海,西安,357,121.404084553,31.0844617511,108.789503511,34.1107819802
深圳,西安,447,113.981097454,22.6612174267,108.789503511,34.1107819802
广州,西安,38,113.535309762,23.3572458759,108.789503511,34.1107819802
杭州,西安,49,119.484701009,29.9049798065,108.789503511,34.1107819802
苏州,西安,38,120.64180324,31.3759706021,108.789503511,34.1107819802
宁波,西安,4,121.462283516,29.7195882339,108.789503511,34.1107819802
拉萨,西安,8,91.1028799309,30.0334521208,108.789503511,34.1107819802
成都,西安,43,103.501067544,30.5086877776,108.789503511,34.1107819802
福州,西安,3,119.156889973,26.0641963059,108.789503511,34.1107819802
无锡,西安,3,120.351629529,31.6615440474,108.789503511,34.1107819802
重庆,西安,17,107.864385258,30.0553736852,108.789503511,34.1107819802
嘉兴,西安,4,120.753919978,30.654868568,108.789503511,34.1107819802
武汉,西安,25,114.338092289,30.6256542221,108.789503511,34.1107819802
郑州,西安,12,113.471850802,34.6263627848,108.789503511,34.1107819802
石家庄,西安,8,114.44284612,38.1289585008,108.789503511,34.1107819802
珠海,西安,11,113.251442783,22.1619886251,108.789503511,34.1107819802
济南,西安,3,117.08325858,36.7325316169,108.789503511,34.1107819802
青岛,西安,11,120.143935648,36.456032729,108.789503511,34.1107819802
常州,西安,4,119.679057019,31.6925543935,108.789503511,34.1107819802
兰州,西安,17,103.638543494,36.3489055767,108.789503511,34.1107819802
渭南,西安,26,109.856936314,34.9518234916,108.789503511,34.1107819802
咸阳,西安,18,108.4494129,34.8272305748,108.789503511,34.1107819802
秦皇岛,西安,7,119.183889469,40.0884882838,108.789503511,34.1107819802
宝鸡,西安,11,107.201963817,34.3783133934,108.789503511,34.1107819802
延安,西安,10,109.320505828,36.4376585567,108.789503511,34.1107819802
运城,西安,7,111.086591024,35.1949340498,108.789503511,34.1107819802
安康,西安,3,108.92965593,32.7573978184,108.789503511,34.1107819802
北京,济南,871,116.409349256,40.1841180253,117.08325858,36.7325316169
上海,济南,299,121.404084553,31.0844617511,117.08325858,36.7325316169
深圳,济南,172,113.981097454,22.6612174267,117.08325858,36.7325316169
广州,济南,14,113.535309762,23.3572458759,117.08325858,36.7325316169
天津,济南,33,117.332394543,39.3085542563,117.08325858,36.7325316169
杭州,济南,46,119.484701009,29.9049798065,117.08325858,36.7325316169
宁波,济南,8,121.462283516,29.7195882339,117.08325858,36.7325316169
南京,济南,15,118.842463658,31.9287592963,117.08325858,36.7325316169
成都,济南,8,103.501067544,30.5086877776,117.08325858,36.7325316169
重庆,济南,3,107.864385258,30.0553736852,117.08325858,36.7325316169
嘉兴,济南,5,120.753919978,30.654868568,117.08325858,36.7325316169
石家庄,济南,8,114.44284612,38.1289585008,117.08325858,36.7325316169
青岛,济南,140,120.143935648,36.456032729,117.08325858,36.7325316169
合肥,济南,3,117.286266302,31.9771580754,117.08325858,36.7325316169
大连,济南,5,122.219575666,39.6124317573,117.08325858,36.7325316169
沈阳,济南,4,123.136692183,42.093659482,117.08325858,36.7325316169
金华,济南,6,119.954268808,29.1164535388,117.08325858,36.7325316169
唐山,济南,4,118.340532724,39.7358857445,117.08325858,36.7325316169
潍坊,济南,67,119.075691601,36.536594451,117.08325858,36.7325316169
烟台,济南,42,120.805459739,37.2364773878,117.08325858,36.7325316169
临沂,济南,15,118.279789444,35.3092645187,117.08325858,36.7325316169
淄博,济南,16,118.010500338,36.5914699701,117.08325858,36.7325316169
德州,济南,22,116.64541331,37.244336402,117.08325858,36.7325316169
聊城,济南,15,115.881984089,36.4580882571,117.08325858,36.7325316169
日照,济南,3,119.134088275,35.5841759127,117.08325858,36.7325316169
秦皇岛,济南,4,119.183889469,40.0884882838,117.08325858,36.7325316169
济宁,济南,16,116.67539172,35.3785473334,117.08325858,36.7325316169
泰安,济南,14,117.035710843,36.0009861365,117.08325858,36.7325316169
滨州,济南,6,117.864583632,37.575764401,117.08325858,36.7325316169
威海,济南,8,121.982230785,37.1191305819,117.08325858,36.7325316169
菏泽,济南,5,115.689680141,35.1533992642,117.08325858,36.7325316169
北京,沈阳,858,116.409349256,40.1841180253,123.136692183,42.093659482
上海,沈阳,266,121.404084553,31.0844617511,123.136692183,42.093659482
深圳,沈阳,156,113.981097454,22.6612174267,123.136692183,42.093659482
广州,沈阳,29,113.535309762,23.3572458759,123.136692183,42.093659482
天津,沈阳,21,117.332394543,39.3085542563,123.136692183,42.093659482
杭州,沈阳,11,119.484701009,29.9049798065,123.136692183,42.093659482
苏州,沈阳,4,120.64180324,31.3759706021,123.136692183,42.093659482
拉萨,沈阳,4,91.1028799309,30.0334521208,123.136692183,42.093659482
南京,沈阳,4,118.842463658,31.9287592963,123.136692183,42.093659482
福州,沈阳,4,119.156889973,26.0641963059,123.136692183,42.093659482
重庆,沈阳,4,107.864385258,30.0553736852,123.136692183,42.093659482
石家庄,沈阳,16,114.44284612,38.1289585008,123.136692183,42.093659482
珠海,沈阳,8,113.251442783,22.1619886251,123.136692183,42.093659482
青岛,沈阳,4,120.143935648,36.456032729,123.136692183,42.093659482
大连,沈阳,204,122.219575666,39.6124317573,123.136692183,42.093659482
哈尔滨,沈阳,5,127.962992428,45.6369913133,123.136692183,42.093659482
泉州,沈阳,3,118.255654583,25.211170451,123.136692183,42.093659482
海口,沈阳,6,110.425851879,19.8310955934,123.136692183,42.093659482
长春,沈阳,11,125.766739888,44.3768728237,123.136692183,42.093659482
泰州,沈阳,5,120.05755184,32.295852384,123.136692183,42.093659482
漳州,沈阳,3,117.441200797,24.3831962252,123.136692183,42.093659482
抚顺,沈阳,20,124.653898593,41.8327974774,123.136692183,42.093659482
秦皇岛,沈阳,11,119.183889469,40.0884882838,123.136692183,42.093659482
锦州,沈阳,4,122.1276071,41.7056938843,123.136692183,42.093659482
铁岭,沈阳,5,124.172161855,42.6409023987,123.136692183,42.093659482
辽阳,沈阳,7,123.411641921,41.1253950951,123.136692183,42.093659482
鞍山,沈阳,4,123.311254248,40.4244897423,123.136692183,42.093659482
葫芦岛,沈阳,4,120.192864003,40.6261741141,123.136692183,42.093659482
北京,长沙,830,116.409349256,40.1841180253,113.152959363,28.2295131059
上海,长沙,388,121.404084553,31.0844617511,113.152959363,28.2295131059
深圳,长沙,591,113.981097454,22.6612174267,113.152959363,28.2295131059
广州,长沙,108,113.535309762,23.3572458759,113.152959363,28.2295131059
天津,长沙,11,117.332394543,39.3085542563,113.152959363,28.2295131059
杭州,长沙,54,119.484701009,29.9049798065,113.152959363,28.2295131059
宁波,长沙,16,121.462283516,29.7195882339,113.152959363,28.2295131059
拉萨,长沙,17,91.1028799309,30.0334521208,113.152959363,28.2295131059
南京,长沙,11,118.842463658,31.9287592963,113.152959363,28.2295131059
东莞,长沙,9,113.877717876,22.9852478082,113.152959363,28.2295131059
成都,长沙,15,103.501067544,30.5086877776,113.152959363,28.2295131059
福州,长沙,8,119.156889973,26.0641963059,113.152959363,28.2295131059
无锡,长沙,3,120.351629529,31.6615440474,113.152959363,28.2295131059
重庆,长沙,7,107.864385258,30.0553736852,113.152959363,28.2295131059
武汉,长沙,62,114.338092289,30.6256542221,113.152959363,28.2295131059
石家庄,长沙,4,114.44284612,38.1289585008,113.152959363,28.2295131059
珠海,长沙,25,113.251442783,22.1619886251,113.152959363,28.2295131059
青岛,长沙,4,120.143935648,36.456032729,113.152959363,28.2295131059
大连,长沙,4,122.219575666,39.6124317573,113.152959363,28.2295131059
南昌,长沙,4,116.024443256,28.6633621609,113.152959363,28.2295131059
新余,长沙,4,114.851202951,27.8472307759,113.152959363,28.2295131059
金华,长沙,3,119.954268808,29.1164535388,113.152959363,28.2295131059
中山,长沙,5,113.389491138,22.5221140275,113.152959363,28.2295131059
宜春,长沙,5,115.061146398,28.5700976185,113.152959363,28.2295131059
湘潭,长沙,32,112.530368577,27.7049103307,113.152959363,28.2295131059
益阳,长沙,18,111.808649049,28.3334333691,113.152959363,28.2295131059
娄底,长沙,15,111.208381843,27.8588837544,113.152959363,28.2295131059
株洲,长沙,15,113.519552948,27.1163929922,113.152959363,28.2295131059
岳阳,长沙,14,113.255373328,29.06454046,113.152959363,28.2295131059
常德,长沙,13,111.523850854,29.2974406323,113.152959363,28.2295131059
衡阳,长沙,11,112.573420211,26.7925301314,113.152959363,28.2295131059
怀化,长沙,7,110.069225757,27.5427297621,113.152959363,28.2295131059
邵阳,长沙,4,110.915650898,26.8726168321,113.152959363,28.2295131059
北京,廊坊,766,116.409349256,40.1841180253,116.535844506,39.1117554763
上海,廊坊,12,121.404084553,31.0844617511,116.535844506,39.1117554763
深圳,廊坊,12,113.981097454,22.6612174267,116.535844506,39.1117554763
天津,廊坊,11,117.332394543,39.3085542563,116.535844506,39.1117554763
石家庄,廊坊,27,114.44284612,38.1289585008,116.535844506,39.1117554763
保定,廊坊,8,115.168613586,39.0222939691,116.535844506,39.1117554763
北京,拉萨,753,116.409349256,40.1841180253,91.1028799309,30.0334521208
上海,拉萨,249,121.404084553,31.0844617511,91.1028799309,30.0334521208
深圳,拉萨,132,113.981097454,22.6612174267,91.1028799309,30.0334521208
广州,拉萨,35,113.535309762,23.3572458759,91.1028799309,30.0334521208
天津,拉萨,30,117.332394543,39.3085542563,91.1028799309,30.0334521208
杭州,拉萨,14,119.484701009,29.9049798065,91.1028799309,30.0334521208
南京,拉萨,4,118.842463658,31.9287592963,91.1028799309,30.0334521208
成都,拉萨,137,103.501067544,30.5086877776,91.1028799309,30.0334521208
福州,拉萨,4,119.156889973,26.0641963059,91.1028799309,30.0334521208
重庆,拉萨,9,107.864385258,30.0553736852,91.1028799309,30.0334521208
西安,拉萨,10,108.789503511,34.1107819802,91.1028799309,30.0334521208
长沙,拉萨,5,113.152959363,28.2295131059,91.1028799309,30.0334521208
合肥,拉萨,16,117.286266302,31.9771580754,91.1028799309,30.0334521208
佛山,拉萨,6,112.94508169,23.0127749858,91.1028799309,30.0334521208
乌鲁木齐,拉萨,6,87.8094631006,43.5313046469,91.1028799309,30.0334521208
昆明,拉萨,16,102.875102299,25.3852977816,91.1028799309,30.0334521208
芜湖,拉萨,4,118.326617536,31.0667366723,91.1028799309,30.0334521208
鞍山,拉萨,4,123.311254248,40.4244897423,91.1028799309,30.0334521208
北京,重庆,712,116.409349256,40.1841180253,107.864385258,30.0553736852
上海,重庆,352,121.404084553,31.0844617511,107.864385258,30.0553736852
深圳,重庆,404,113.981097454,22.6612174267,107.864385258,30.0553736852
广州,重庆,54,113.535309762,23.3572458759,107.864385258,30.0553736852
天津,重庆,17,117.332394543,39.3085542563,107.864385258,30.0553736852
杭州,重庆,32,119.484701009,29.9049798065,107.864385258,30.0553736852
苏州,重庆,42,120.64180324,31.3759706021,107.864385258,30.0553736852
宁波,重庆,8,121.462283516,29.7195882339,107.864385258,30.0553736852
东莞,重庆,13,113.877717876,22.9852478082,107.864385258,30.0553736852
成都,重庆,159,103.501067544,30.5086877776,107.864385258,30.0553736852
福州,重庆,4,119.156889973,26.0641963059,107.864385258,30.0553736852
无锡,重庆,7,120.351629529,31.6615440474,107.864385258,30.0553736852
武汉,重庆,15,114.338092289,30.6256542221,107.864385258,30.0553736852
珠海,重庆,5,113.251442783,22.1619886251,107.864385258,30.0553736852
西安,重庆,4,108.789503511,34.1107819802,107.864385258,30.0553736852
长沙,重庆,3,113.152959363,28.2295131059,107.864385258,30.0553736852
常州,重庆,4,119.679057019,31.6925543935,107.864385258,30.0553736852
哈尔滨,重庆,4,127.962992428,45.6369913133,107.864385258,30.0553736852
昆明,重庆,4,102.875102299,25.3852977816,107.864385258,30.0553736852
达州,重庆,5,107.64272373,31.3639402446,107.864385258,30.0553736852
芜湖,重庆,4,118.326617536,31.0667366723,107.864385258,30.0553736852
秦皇岛,重庆,9,119.183889469,40.0884882838,107.864385258,30.0553736852
北京,合肥,687,116.409349256,40.1841180253,117.286266302,31.9771580754
上海,合肥,544,121.404084553,31.0844617511,117.286266302,31.9771580754
深圳,合肥,289,113.981097454,22.6612174267,117.286266302,31.9771580754
广州,合肥,19,113.535309762,23.3572458759,117.286266302,31.9771580754
天津,合肥,10,117.332394543,39.3085542563,117.286266302,31.9771580754
杭州,合肥,106,119.484701009,29.9049798065,117.286266302,31.9771580754
苏州,合肥,62,120.64180324,31.3759706021,117.286266302,31.9771580754
宁波,合肥,19,121.462283516,29.7195882339,117.286266302,31.9771580754
拉萨,合肥,18,91.1028799309,30.0334521208,117.286266302,31.9771580754
南京,合肥,76,118.842463658,31.9287592963,117.286266302,31.9771580754
东莞,合肥,4,113.877717876,22.9852478082,117.286266302,31.9771580754
成都,合肥,3,103.501067544,30.5086877776,117.286266302,31.9771580754
无锡,合肥,4,120.351629529,31.6615440474,117.286266302,31.9771580754
重庆,合肥,13,107.864385258,30.0553736852,117.286266302,31.9771580754
厦门,合肥,23,118.110687591,24.6830448658,117.286266302,31.9771580754
武汉,合肥,91,114.338092289,30.6256542221,117.286266302,31.9771580754
郑州,合肥,9,113.471850802,34.6263627848,117.286266302,31.9771580754
济南,合肥,3,117.08325858,36.7325316169,117.286266302,31.9771580754
长沙,合肥,3,113.152959363,28.2295131059,117.286266302,31.9771580754
南通,合肥,4,120.996756876,32.1893721211,117.286266302,31.9771580754
佛山,合肥,4,112.94508169,23.0127749858,117.286266302,31.9771580754
常州,合肥,4,119.679057019,31.6925543935,117.286266302,31.9771580754
南昌,合肥,11,116.024443256,28.6633621609,117.286266302,31.9771580754
芜湖,合肥,60,118.326617536,31.0667366723,117.286266302,31.9771580754
安庆,合肥,16,116.594268791,30.6106751261,117.286266302,31.9771580754
六安,合肥,27,116.312145694,31.7560590375,117.286266302,31.9771580754
淮北,合肥,3,116.694557639,33.7492103836,117.286266302,31.9771580754
滁州,合肥,18,118.098885241,32.5449846607,117.286266302,31.9771580754
秦皇岛,合肥,4,119.183889469,40.0884882838,117.286266302,31.9771580754
阜阳,合肥,14,115.701807911,32.9158627496,117.286266302,31.9771580754
蚌埠,合肥,7,117.327663746,33.1119871271,117.286266302,31.9771580754
安阳,合肥,4,114.636913626,35.4832428865,117.286266302,31.9771580754
亳州,合肥,8,116.182133908,33.4325380314,117.286266302,31.9771580754
宿州,合肥,3,117.212164673,33.859664667,117.286266302,31.9771580754
池州,合肥,4,117.366095049,30.2838388703,117.286266302,31.9771580754
北京,哈尔滨,638,116.409349256,40.1841180253,127.962992428,45.6369913133
上海,哈尔滨,124,121.404084553,31.0844617511,127.962992428,45.6369913133
深圳,哈尔滨,91,113.981097454,22.6612174267,127.962992428,45.6369913133
广州,哈尔滨,4,113.535309762,23.3572458759,127.962992428,45.6369913133
天津,哈尔滨,17,117.332394543,39.3085542563,127.962992428,45.6369913133
杭州,哈尔滨,8,119.484701009,29.9049798065,127.962992428,45.6369913133
苏州,哈尔滨,4,120.64180324,31.3759706021,127.962992428,45.6369913133
南京,哈尔滨,4,118.842463658,31.9287592963,127.962992428,45.6369913133
成都,哈尔滨,4,103.501067544,30.5086877776,127.962992428,45.6369913133
武汉,哈尔滨,4,114.338092289,30.6256542221,127.962992428,45.6369913133
大连,哈尔滨,22,122.219575666,39.6124317573,127.962992428,45.6369913133
沈阳,哈尔滨,4,123.136692183,42.093659482,127.962992428,45.6369913133
长春,哈尔滨,18,125.766739888,44.3768728237,127.962992428,45.6369913133
齐齐哈尔,哈尔滨,28,124.533878694,47.6967626516,127.962992428,45.6369913133
秦皇岛,哈尔滨,6,119.183889469,40.0884882838,127.962992428,45.6369913133
佳木斯,哈尔滨,13,132.200214943,47.255087237,127.962992428,45.6369913133
绥化,哈尔滨,10,126.616087847,46.890019373,127.962992428,45.6369913133
大庆,哈尔滨,8,124.317028033,46.527882805,127.962992428,45.6369913133
北京,无锡,611,116.409349256,40.1841180253,120.351629529,31.6615440474
上海,无锡,979,121.404084553,31.0844617511,120.351629529,31.6615440474
深圳,无锡,161,113.981097454,22.6612174267,120.351629529,31.6615440474
广州,无锡,15,113.535309762,23.3572458759,120.351629529,31.6615440474
天津,无锡,14,117.332394543,39.3085542563,120.351629529,31.6615440474
杭州,无锡,50,119.484701009,29.9049798065,120.351629529,31.6615440474
苏州,无锡,162,120.64180324,31.3759706021,120.351629529,31.6615440474
宁波,无锡,16,121.462283516,29.7195882339,120.351629529,31.6615440474
拉萨,无锡,14,91.1028799309,30.0334521208,120.351629529,31.6615440474
南京,无锡,177,118.842463658,31.9287592963,120.351629529,31.6615440474
成都,无锡,9,103.501067544,30.5086877776,120.351629529,31.6615440474
嘉兴,无锡,9,120.753919978,30.654868568,120.351629529,31.6615440474
厦门,无锡,5,118.110687591,24.6830448658,120.351629529,31.6615440474
珠海,无锡,11,113.251442783,22.1619886251,120.351629529,31.6615440474
青岛,无锡,4,120.143935648,36.456032729,120.351629529,31.6615440474
西安,无锡,8,108.789503511,34.1107819802,120.351629529,31.6615440474
佛山,无锡,5,112.94508169,23.0127749858,120.351629529,31.6615440474
常州,无锡,47,119.679057019,31.6925543935,120.351629529,31.6615440474
哈尔滨,无锡,12,127.962992428,45.6369913133,120.351629529,31.6615440474
新余,无锡,4,114.851202951,27.8472307759,120.351629529,31.6615440474
台州,无锡,7,121.089649417,28.7920082915,120.351629529,31.6615440474
泰州,无锡,4,120.05755184,32.295852384,120.351629529,31.6615440474
吉安,无锡,4,114.822849138,26.9730002281,120.351629529,31.6615440474
扬州,无锡,3,119.471409838,32.7375896346,120.351629529,31.6615440474
西宁,无锡,3,101.451113542,36.8142937624,120.351629529,31.6615440474
中卫,无锡,6,105.706395331,36.5693450516,120.351629529,31.6615440474
北京,太原,594,116.409349256,40.1841180253,112.314062259,37.9595409573
上海,太原,138,121.404084553,31.0844617511,112.314062259,37.9595409573
深圳,太原,62,113.981097454,22.6612174267,112.314062259,37.9595409573
广州,太原,20,113.535309762,23.3572458759,112.314062259,37.9595409573
杭州,太原,6,119.484701009,29.9049798065,112.314062259,37.9595409573
拉萨,太原,4,91.1028799309,30.0334521208,112.314062259,37.9595409573
南京,太原,8,118.842463658,31.9287592963,112.314062259,37.9595409573
郑州,太原,3,113.471850802,34.6263627848,112.314062259,37.9595409573
石家庄,太原,13,114.44284612,38.1289585008,112.314062259,37.9595409573
西安,太原,4,108.789503511,34.1107819802,112.314062259,37.9595409573
大连,太原,3,122.219575666,39.6124317573,112.314062259,37.9595409573
新余,太原,5,114.851202951,27.8472307759,112.314062259,37.9595409573
金华,太原,5,119.954268808,29.1164535388,112.314062259,37.9595409573
晋中,太原,15,112.961855815,37.3279302446,112.314062259,37.9595409573
长治,太原,12,112.916015096,36.4761566955,112.314062259,37.9595409573
吕梁,太原,8,111.262529043,37.6767890314,112.314062259,37.9595409573
运城,太原,6,111.086591024,35.1949340498,112.314062259,37.9595409573
呼伦贝尔,太原,7,121.178173784,49.6519523509,112.314062259,37.9595409573
北京,厦门,577,116.409349256,40.1841180253,118.110687591,24.6830448658
上海,厦门,393,121.404084553,31.0844617511,118.110687591,24.6830448658
深圳,厦门,299,113.981097454,22.6612174267,118.110687591,24.6830448658
广州,厦门,36,113.535309762,23.3572458759,118.110687591,24.6830448658
天津,厦门,18,117.332394543,39.3085542563,118.110687591,24.6830448658
杭州,厦门,36,119.484701009,29.9049798065,118.110687591,24.6830448658
宁波,厦门,4,121.462283516,29.7195882339,118.110687591,24.6830448658
拉萨,厦门,17,91.1028799309,30.0334521208,118.110687591,24.6830448658
福州,厦门,187,119.156889973,26.0641963059,118.110687591,24.6830448658
武汉,厦门,5,114.338092289,30.6256542221,118.110687591,24.6830448658
珠海,厦门,5,113.251442783,22.1619886251,118.110687591,24.6830448658
西安,厦门,30,108.789503511,34.1107819802,118.110687591,24.6830448658
长沙,厦门,3,113.152959363,28.2295131059,118.110687591,24.6830448658
泉州,厦门,196,118.255654583,25.211170451,118.110687591,24.6830448658
中山,厦门,7,113.389491138,22.5221140275,118.110687591,24.6830448658
漳州,厦门,31,117.441200797,24.3831962252,118.110687591,24.6830448658
龙岩,厦门,7,116.739194013,25.2920661556,118.110687591,24.6830448658
北京,珠海,523,116.409349256,40.1841180253,113.251442783,22.1619886251
上海,珠海,148,121.404084553,31.0844617511,113.251442783,22.1619886251
深圳,珠海,667,113.981097454,22.6612174267,113.251442783,22.1619886251
广州,珠海,543,113.535309762,23.3572458759,113.251442783,22.1619886251
天津,珠海,45,117.332394543,39.3085542563,113.251442783,22.1619886251
杭州,珠海,16,119.484701009,29.9049798065,113.251442783,22.1619886251
苏州,珠海,16,120.64180324,31.3759706021,113.251442783,22.1619886251
宁波,珠海,6,121.462283516,29.7195882339,113.251442783,22.1619886251
拉萨,珠海,27,91.1028799309,30.0334521208,113.251442783,22.1619886251
东莞,珠海,16,113.877717876,22.9852478082,113.251442783,22.1619886251
成都,珠海,4,103.501067544,30.5086877776,113.251442783,22.1619886251
厦门,珠海,4,118.110687591,24.6830448658,113.251442783,22.1619886251
武汉,珠海,6,114.338092289,30.6256542221,113.251442783,22.1619886251
郑州,珠海,9,113.471850802,34.6263627848,113.251442783,22.1619886251
长沙,珠海,13,113.152959363,28.2295131059,113.251442783,22.1619886251
佛山,珠海,23,112.94508169,23.0127749858,113.251442783,22.1619886251
乌鲁木齐,珠海,5,87.8094631006,43.5313046469,113.251442783,22.1619886251
南昌,珠海,17,116.024443256,28.6633621609,113.251442783,22.1619886251
新余,珠海,5,114.851202951,27.8472307759,113.251442783,22.1619886251
太原,珠海,4,112.314062259,37.9595409573,113.251442783,22.1619886251
中山,珠海,21,113.389491138,22.5221140275,113.251442783,22.1619886251
汕头,珠海,7,116.555530272,23.330681385,113.251442783,22.1619886251
贵阳,珠海,10,106.707306335,26.8429934259,113.251442783,22.1619886251
芜湖,珠海,17,118.326617536,31.0667366723,113.251442783,22.1619886251
漳州,珠海,5,117.441200797,24.3831962252,113.251442783,22.1619886251
江门,珠海,13,112.667787985,22.2980836353,113.251442783,22.1619886251
茂名,珠海,12,110.952666315,22.0152368131,113.251442783,22.1619886251
梅州,珠海,4,116.07866931,24.2018151873,113.251442783,22.1619886251
阳江,珠海,5,111.774204951,22.0383015818,113.251442783,22.1619886251
北京,保定,514,116.409349256,40.1841180253,115.168613586,39.0222939691
天津,保定,30,117.332394543,39.3085542563,115.168613586,39.0222939691
成都,保定,6,103.501067544,30.5086877776,115.168613586,39.0222939691
石家庄,保定,107,114.44284612,38.1289585008,115.168613586,39.0222939691
廊坊,保定,17,116.535844506,39.1117554763,115.168613586,39.0222939691
中山,保定,3,113.389491138,22.5221140275,115.168613586,39.0222939691
北京,大连,495,116.409349256,40.1841180253,122.219575666,39.6124317573
上海,大连,206,121.404084553,31.0844617511,122.219575666,39.6124317573
深圳,大连,74,113.981097454,22.6612174267,122.219575666,39.6124317573
天津,大连,9,117.332394543,39.3085542563,122.219575666,39.6124317573
杭州,大连,4,119.484701009,29.9049798065,122.219575666,39.6124317573
石家庄,大连,4,114.44284612,38.1289585008,122.219575666,39.6124317573
济南,大连,6,117.08325858,36.7325316169,122.219575666,39.6124317573
乌鲁木齐,大连,4,87.8094631006,43.5313046469,122.219575666,39.6124317573
沈阳,大连,81,123.136692183,42.093659482,122.219575666,39.6124317573
长春,大连,9,125.766739888,44.3768728237,122.219575666,39.6124317573
营口,大连,13,122.487313407,40.3597557385,122.219575666,39.6124317573
盘锦,大连,4,121.99780925,41.082524232,122.219575666,39.6124317573
本溪,大连,3,124.077613678,41.1907857988,122.219575666,39.6124317573
北京,乌鲁木齐,492,116.409349256,40.1841180253,87.8094631006,43.5313046469
上海,乌鲁木齐,150,121.404084553,31.0844617511,87.8094631006,43.5313046469
深圳,乌鲁木齐,100,113.981097454,22.6612174267,87.8094631006,43.5313046469
广州,乌鲁木齐,13,113.535309762,23.3572458759,87.8094631006,43.5313046469
天津,乌鲁木齐,12,117.332394543,39.3085542563,87.8094631006,43.5313046469
杭州,乌鲁木齐,14,119.484701009,29.9049798065,87.8094631006,43.5313046469
宁波,乌鲁木齐,4,121.462283516,29.7195882339,87.8094631006,43.5313046469
拉萨,乌鲁木齐,7,91.1028799309,30.0334521208,87.8094631006,43.5313046469
成都,乌鲁木齐,9,103.501067544,30.5086877776,87.8094631006,43.5313046469
福州,乌鲁木齐,6,119.156889973,26.0641963059,87.8094631006,43.5313046469
重庆,乌鲁木齐,4,107.864385258,30.0553736852,87.8094631006,43.5313046469
武汉,乌鲁木齐,4,114.338092289,30.6256542221,87.8094631006,43.5313046469
威海,乌鲁木齐,4,121.982230785,37.1191305819,87.8094631006,43.5313046469
枣庄,乌鲁木齐,3,117.310288282,35.0325600892,87.8094631006,43.5313046469
克拉玛依,乌鲁木齐,4,85.2440883636,45.6067831345,87.8094631006,43.5313046469
北京,烟台,487,116.409349256,40.1841180253,120.805459739,37.2364773878
上海,烟台,200,121.404084553,31.0844617511,120.805459739,37.2364773878
深圳,烟台,63,113.981097454,22.6612174267,120.805459739,37.2364773878
天津,烟台,4,117.332394543,39.3085542563,120.805459739,37.2364773878
拉萨,烟台,5,91.1028799309,30.0334521208,120.805459739,37.2364773878
成都,烟台,3,103.501067544,30.5086877776,120.805459739,37.2364773878
石家庄,烟台,17,114.44284612,38.1289585008,120.805459739,37.2364773878
济南,烟台,75,117.08325858,36.7325316169,120.805459739,37.2364773878
青岛,烟台,130,120.143935648,36.456032729,120.805459739,37.2364773878
淄博,烟台,13,118.010500338,36.5914699701,120.805459739,37.2364773878
北海,烟台,4,109.335612571,21.6793992485,120.805459739,37.2364773878
