投资方所在城市,融资方所在城市,投资企业对数,lng_tz,lat_tz,lng_rz,lat_rz
盘锦,鞍山,4,121.99780925,41.082524232,123.311254248,40.4244897423
北京,三门峡,22,116.409349256,40.1841180253,110.760616888,34.2297321142
杭州,三门峡,3,119.484701009,29.9049798065,110.760616888,34.2297321142
郑州,三门峡,37,113.471850802,34.6263627848,110.760616888,34.2297321142
中卫,三门峡,4,105.706395331,36.5693450516,110.760616888,34.2297321142
北京,惠州,22,116.409349256,40.1841180253,114.497757221,23.2450284889
深圳,惠州,652,113.981097454,22.6612174267,114.497757221,23.2450284889
广州,惠州,61,113.535309762,23.3572458759,114.497757221,23.2450284889
苏州,惠州,4,120.64180324,31.3759706021,114.497757221,23.2450284889
东莞,惠州,27,113.877717876,22.9852478082,114.497757221,23.2450284889
北京,阜阳,22,116.409349256,40.1841180253,115.701807911,32.9158627496
上海,阜阳,20,121.404084553,31.0844617511,115.701807911,32.9158627496
深圳,阜阳,12,113.981097454,22.6612174267,115.701807911,32.9158627496
苏州,阜阳,4,120.64180324,31.3759706021,115.701807911,32.9158627496
南京,阜阳,14,118.842463658,31.9287592963,115.701807911,32.9158627496
合肥,阜阳,123,117.286266302,31.9771580754,115.701807911,32.9158627496
北京,宿州,21,116.409349256,40.1841180253,117.212164673,33.859664667
上海,宿州,40,121.404084553,31.0844617511,117.212164673,33.859664667
深圳,宿州,8,113.981097454,22.6612174267,117.212164673,33.859664667
苏州,宿州,3,120.64180324,31.3759706021,117.212164673,33.859664667
无锡,宿州,6,120.351629529,31.6615440474,117.212164673,33.859664667
合肥,宿州,76,117.286266302,31.9771580754,117.212164673,33.859664667
芜湖,宿州,3,118.326617536,31.0667366723,117.212164673,33.859664667
北京,丹东,21,116.409349256,40.1841180253,124.406588969,40.5485906661
大连,丹东,16,122.219575666,39.6124317573,124.406588969,40.5485906661
沈阳,丹东,7,123.136692183,42.093659482,124.406588969,40.5485906661
秦皇岛,丹东,4,119.183889469,40.0884882838,124.406588969,40.5485906661
北京,忻州,21,116.409349256,40.1841180253,112.43027139,38.6914375116
上海,忻州,8,121.404084553,31.0844617511,112.43027139,38.6914375116
杭州,忻州,5,119.484701009,29.9049798065,112.43027139,38.6914375116
石家庄,忻州,4,114.44284612,38.1289585008,112.43027139,38.6914375116
西安,忻州,3,108.789503511,34.1107819802,112.43027139,38.6914375116
太原,忻州,67,112.314062259,37.9595409573,112.43027139,38.6914375116
北京,漳州,21,116.409349256,40.1841180253,117.441200797,24.3831962252
深圳,漳州,26,113.981097454,22.6612174267,117.441200797,24.3831962252
福州,漳州,34,119.156889973,26.0641963059,117.441200797,24.3831962252
厦门,漳州,306,118.110687591,24.6830448658,117.441200797,24.3831962252
泉州,漳州,3,118.255654583,25.211170451,117.441200797,24.3831962252
汕头,漳州,8,116.555530272,23.330681385,117.441200797,24.3831962252
潍坊,漳州,3,119.075691601,36.536594451,117.441200797,24.3831962252
北京,白山,21,116.409349256,40.1841180253,127.285610012,42.0676635125
深圳,白山,9,113.981097454,22.6612174267,127.285610012,42.0676635125
长春,白山,25,125.766739888,44.3768728237,127.285610012,42.0676635125
通化,白山,4,125.948225432,41.9508001253,127.285610012,42.0676635125
北京,许昌,21,116.409349256,40.1841180253,113.709213472,34.0727649921
上海,许昌,3,121.404084553,31.0844617511,113.709213472,34.0727649921
郑州,许昌,76,113.471850802,34.6263627848,113.709213472,34.0727649921
北京,六安,20,116.409349256,40.1841180253,116.312145694,31.7560590375
上海,六安,26,121.404084553,31.0844617511,116.312145694,31.7560590375
深圳,六安,8,113.981097454,22.6612174267,116.312145694,31.7560590375
苏州,六安,15,120.64180324,31.3759706021,116.312145694,31.7560590375
武汉,六安,16,114.338092289,30.6256542221,116.312145694,31.7560590375
合肥,六安,129,117.286266302,31.9771580754,116.312145694,31.7560590375
中山,六安,6,113.389491138,22.5221140275,116.312145694,31.7560590375
芜湖,六安,7,118.326617536,31.0667366723,116.312145694,31.7560590375
淮南,六安,8,116.733045967,32.7568698018,116.312145694,31.7560590375
北京,铜仁,20,116.409349256,40.1841180253,108.544584764,27.9687206563
北京,铜仁,20,116.409349256,40.1841180253,108.544584764,27.9687206563
深圳,铜仁,5,113.981097454,22.6612174267,108.544584764,27.9687206563
深圳,铜仁,5,113.981097454,22.6612174267,108.544584764,27.9687206563
贵阳,铜仁,18,106.707306335,26.8429934259,108.544584764,27.9687206563
贵阳,铜仁,18,106.707306335,26.8429934259,108.544584764,27.9687206563
北京,孝感,20,116.409349256,40.1841180253,113.879115408,31.1191958665
深圳,孝感,5,113.981097454,22.6612174267,113.879115408,31.1191958665
武汉,孝感,154,114.338092289,30.6256542221,113.879115408,31.1191958665
泉州,孝感,3,118.255654583,25.211170451,113.879115408,31.1191958665
中山,孝感,7,113.389491138,22.5221140275,113.879115408,31.1191958665
北京,定西,20,116.409349256,40.1841180253,104.450809433,35.1188717502
武汉,定西,31,114.338092289,30.6256542221,104.450809433,35.1188717502
兰州,定西,42,103.638543494,36.3489055767,104.450809433,35.1188717502
北京,阳泉,20,116.409349256,40.1841180253,113.501902518,38.0619533743
太原,阳泉,21,112.314062259,37.9595409573,113.501902518,38.0619533743
北京,抚州,20,116.409349256,40.1841180253,116.433348614,27.5092972994
上海,抚州,15,121.404084553,31.0844617511,116.433348614,27.5092972994
深圳,抚州,7,113.981097454,22.6612174267,116.433348614,27.5092972994
苏州,抚州,3,120.64180324,31.3759706021,116.433348614,27.5092972994
武汉,抚州,6,114.338092289,30.6256542221,116.433348614,27.5092972994
石家庄,抚州,4,114.44284612,38.1289585008,116.433348614,27.5092972994
南昌,抚州,54,116.024443256,28.6633621609,116.433348614,27.5092972994
金华,抚州,5,119.954268808,29.1164535388,116.433348614,27.5092972994
北京,张掖,20,116.409349256,40.1841180253,99.90171985,38.9235853398
常州,张掖,4,119.679057019,31.6925543935,99.90171985,38.9235853398
南昌,张掖,3,116.024443256,28.6633621609,99.90171985,38.9235853398
兰州,张掖,22,103.638543494,36.3489055767,99.90171985,38.9235853398
酒泉,张掖,5,96.2255513305,40.4581809561,99.90171985,38.9235853398
北京,株洲,19,116.409349256,40.1841180253,113.519552948,27.1163929922
上海,株洲,8,121.404084553,31.0844617511,113.519552948,27.1163929922
深圳,株洲,11,113.981097454,22.6612174267,113.519552948,27.1163929922
广州,株洲,4,113.535309762,23.3572458759,113.519552948,27.1163929922
长沙,株洲,90,113.152959363,28.2295131059,113.519552948,27.1163929922
北京,信阳,19,116.409349256,40.1841180253,114.883648525,32.0816602932
深圳,信阳,46,113.981097454,22.6612174267,114.883648525,32.0816602932
郑州,信阳,66,113.471850802,34.6263627848,114.883648525,32.0816602932
北京,朝阳,19,116.409349256,40.1841180253,120.009996791,41.5103736995
沈阳,朝阳,13,123.136692183,42.093659482,120.009996791,41.5103736995
北京,长治,18,116.409349256,40.1841180253,112.916015096,36.4761566955
太原,长治,56,112.314062259,37.9595409573,112.916015096,36.4761566955
北京,庆阳,18,116.409349256,40.1841180253,107.594395318,36.1647995305
西安,庆阳,4,108.789503511,34.1107819802,107.594395318,36.1647995305
兰州,庆阳,17,103.638543494,36.3489055767,107.594395318,36.1647995305
北京,咸宁,18,116.409349256,40.1841180253,114.174914704,29.6259158262
深圳,咸宁,4,113.981097454,22.6612174267,114.174914704,29.6259158262
武汉,咸宁,89,114.338092289,30.6256542221,114.174914704,29.6259158262
大连,咸宁,4,122.219575666,39.6124317573,114.174914704,29.6259158262
台州,咸宁,4,121.089649417,28.7920082915,114.174914704,29.6259158262
宜昌,咸宁,18,111.136025443,30.7482684559,114.174914704,29.6259158262
北京,克拉玛依,18,116.409349256,40.1841180253,85.2440883636,45.6067831345
乌鲁木齐,克拉玛依,9,87.8094631006,43.5313046469,85.2440883636,45.6067831345
北京,中山,18,116.409349256,40.1841180253,113.389491138,22.5221140275
上海,中山,83,121.404084553,31.0844617511,113.389491138,22.5221140275
深圳,中山,132,113.981097454,22.6612174267,113.389491138,22.5221140275
广州,中山,90,113.535309762,23.3572458759,113.389491138,22.5221140275
珠海,中山,22,113.251442783,22.1619886251,113.389491138,22.5221140275
佛山,中山,8,112.94508169,23.0127749858,113.389491138,22.5221140275
哈尔滨,中山,4,127.962992428,45.6369913133,113.389491138,22.5221140275
北京,莱芜,17,116.409349256,40.1841180253,117.651838532,36.2867074983
济南,莱芜,22,117.08325858,36.7325316169,117.651838532,36.2867074983
北京,中卫,16,116.409349256,40.1841180253,105.706395331,36.5693450516
银川,中卫,28,106.341244948,38.2192835973,105.706395331,36.5693450516
固原,中卫,5,106.182674483,35.9493871692,105.706395331,36.5693450516
北京,吉安,16,116.409349256,40.1841180253,114.822849138,26.9730002281
上海,吉安,19,121.404084553,31.0844617511,114.822849138,26.9730002281
深圳,吉安,55,113.981097454,22.6612174267,114.822849138,26.9730002281
东莞,吉安,5,113.877717876,22.9852478082,114.822849138,26.9730002281
武汉,吉安,3,114.338092289,30.6256542221,114.822849138,26.9730002281
南昌,吉安,69,116.024443256,28.6633621609,114.822849138,26.9730002281
赣州,吉安,4,115.270276386,25.7067696556,114.822849138,26.9730002281
北京,南平,16,116.409349256,40.1841180253,118.143817602,27.3394707962
上海,南平,7,121.404084553,31.0844617511,118.143817602,27.3394707962
深圳,南平,6,113.981097454,22.6612174267,118.143817602,27.3394707962
杭州,南平,4,119.484701009,29.9049798065,118.143817602,27.3394707962
南京,南平,50,118.842463658,31.9287592963,118.143817602,27.3394707962
福州,南平,552,119.156889973,26.0641963059,118.143817602,27.3394707962
厦门,南平,201,118.110687591,24.6830448658,118.143817602,27.3394707962
泉州,南平,95,118.255654583,25.211170451,118.143817602,27.3394707962
北京,连云港,15,116.409349256,40.1841180253,119.131887634,34.5329086065
上海,连云港,32,121.404084553,31.0844617511,119.131887634,34.5329086065
深圳,连云港,3,113.981097454,22.6612174267,119.131887634,34.5329086065
天津,连云港,3,117.332394543,39.3085542563,119.131887634,34.5329086065
杭州,连云港,5,119.484701009,29.9049798065,119.131887634,34.5329086065
苏州,连云港,8,120.64180324,31.3759706021,119.131887634,34.5329086065
南京,连云港,58,118.842463658,31.9287592963,119.131887634,34.5329086065
无锡,连云港,3,120.351629529,31.6615440474,119.131887634,34.5329086065
常州,连云港,4,119.679057019,31.6925543935,119.131887634,34.5329086065
临沂,连云港,4,118.279789444,35.3092645187,119.131887634,34.5329086065
北京,岳阳,15,116.409349256,40.1841180253,113.255373328,29.06454046
上海,岳阳,8,121.404084553,31.0844617511,113.255373328,29.06454046
深圳,岳阳,8,113.981097454,22.6612174267,113.255373328,29.06454046
武汉,岳阳,3,114.338092289,30.6256542221,113.255373328,29.06454046
长沙,岳阳,131,113.152959363,28.2295131059,113.255373328,29.06454046
北京,黄山,15,116.409349256,40.1841180253,118.077165369,29.9060894539
上海,黄山,27,121.404084553,31.0844617511,118.077165369,29.9060894539
杭州,黄山,9,119.484701009,29.9049798065,118.077165369,29.9060894539
南京,黄山,3,118.842463658,31.9287592963,118.077165369,29.9060894539
合肥,黄山,23,117.286266302,31.9771580754,118.077165369,29.9060894539
绍兴,黄山,4,120.628874142,29.7126723592,118.077165369,29.9060894539
金华,黄山,4,119.954268808,29.1164535388,118.077165369,29.9060894539
北京,阿拉善盟,14,116.409349256,40.1841180253,102.484793321,40.4997342418
上海,阿拉善盟,5,121.404084553,31.0844617511,102.484793321,40.4997342418
呼和浩特,阿拉善盟,11,111.399370918,40.5810079565,102.484793321,40.4997342418
包头,阿拉善盟,3,110.218042216,41.6418500189,102.484793321,40.4997342418
乌海,阿拉善盟,4,106.882873414,39.5669625568,102.484793321,40.4997342418
北京,荆州,13,116.409349256,40.1841180253,112.655927602,29.8484798317
深圳,荆州,12,113.981097454,22.6612174267,112.655927602,29.8484798317
杭州,荆州,3,119.484701009,29.9049798065,112.655927602,29.8484798317
无锡,荆州,4,120.351629529,31.6615440474,112.655927602,29.8484798317
武汉,荆州,151,114.338092289,30.6256542221,112.655927602,29.8484798317
石家庄,荆州,4,114.44284612,38.1289585008,112.655927602,29.8484798317
沈阳,荆州,8,123.136692183,42.093659482,112.655927602,29.8484798317
台州,荆州,3,121.089649417,28.7920082915,112.655927602,29.8484798317
宜昌,荆州,14,111.136025443,30.7482684559,112.655927602,29.8484798317
北京,亳州,13,116.409349256,40.1841180253,116.182133908,33.4325380314
上海,亳州,5,121.404084553,31.0844617511,116.182133908,33.4325380314
苏州,亳州,4,120.64180324,31.3759706021,116.182133908,33.4325380314
石家庄,亳州,4,114.44284612,38.1289585008,116.182133908,33.4325380314
合肥,亳州,78,117.286266302,31.9771580754,116.182133908,33.4325380314
湖州,亳州,9,119.871227322,30.74619674,116.182133908,33.4325380314
芜湖,亳州,5,118.326617536,31.0667366723,116.182133908,33.4325380314
滁州,亳州,4,118.098885241,32.5449846607,116.182133908,33.4325380314
宿州,亳州,4,117.212164673,33.859664667,116.182133908,33.4325380314
北京,柳州,13,116.409349256,40.1841180253,109.379696501,24.9370611389
上海,柳州,8,121.404084553,31.0844617511,109.379696501,24.9370611389
深圳,柳州,10,113.981097454,22.6612174267,109.379696501,24.9370611389
广州,柳州,4,113.535309762,23.3572458759,109.379696501,24.9370611389
宁波,柳州,3,121.462283516,29.7195882339,109.379696501,24.9370611389
重庆,柳州,4,107.864385258,30.0553736852,109.379696501,24.9370611389
南宁,柳州,159,108.464015667,23.0584134307,109.379696501,24.9370611389
北京,淮南,13,116.409349256,40.1841180253,116.733045967,32.7568698018
上海,淮南,10,121.404084553,31.0844617511,116.733045967,32.7568698018
南京,淮南,4,118.842463658,31.9287592963,116.733045967,32.7568698018
合肥,淮南,51,117.286266302,31.9771580754,116.733045967,32.7568698018
六安,淮南,4,116.312145694,31.7560590375,116.733045967,32.7568698018
秦皇岛,淮南,4,119.183889469,40.0884882838,116.733045967,32.7568698018
湛江,淮南,3,110.303801914,20.4640326399,116.733045967,32.7568698018
北京,眉山,12,116.409349256,40.1841180253,103.641301199,30.0619304809
成都,眉山,167,103.501067544,30.5086877776,103.641301199,30.0619304809
北京,常德,12,116.409349256,40.1841180253,111.523850854,29.2974406323
上海,常德,4,121.404084553,31.0844617511,111.523850854,29.2974406323
深圳,常德,17,113.981097454,22.6612174267,111.523850854,29.2974406323
苏州,常德,8,120.64180324,31.3759706021,111.523850854,29.2974406323
重庆,常德,4,107.864385258,30.0553736852,111.523850854,29.2974406323
长沙,常德,163,113.152959363,28.2295131059,111.523850854,29.2974406323
株洲,常德,4,113.519552948,27.1163929922,111.523850854,29.2974406323
北京,商丘,12,116.409349256,40.1841180253,115.699500504,34.2909714488
深圳,商丘,3,113.981097454,22.6612174267,115.699500504,34.2909714488
广州,商丘,4,113.535309762,23.3572458759,115.699500504,34.2909714488
郑州,商丘,85,113.471850802,34.6263627848,115.699500504,34.2909714488
泉州,商丘,5,118.255654583,25.211170451,115.699500504,34.2909714488
北京,濮阳,12,116.409349256,40.1841180253,115.186179744,35.818149697
上海,濮阳,7,121.404084553,31.0844617511,115.186179744,35.818149697
郑州,濮阳,18,113.471850802,34.6263627848,115.186179744,35.818149697
北京,随州,11,116.409349256,40.1841180253,113.424642017,31.829691489
武汉,随州,34,114.338092289,30.6256542221,113.424642017,31.829691489
北京,安顺,11,116.409349256,40.1841180253,105.951365814,25.9956824501
深圳,安顺,4,113.981097454,22.6612174267,105.951365814,25.9956824501
贵阳,安顺,24,106.707306335,26.8429934259,105.951365814,25.9956824501
北京,钦州,11,116.409349256,40.1841180253,109.024507902,22.1833012192
深圳,钦州,4,113.981097454,22.6612174267,109.024507902,22.1833012192
南宁,钦州,70,108.464015667,23.0584134307,109.024507902,22.1833012192
北京,辽源,10,116.409349256,40.1841180253,125.304836751,42.8097338625
长春,辽源,8,125.766739888,44.3768728237,125.304836751,42.8097338625
北京,娄底,10,116.409349256,40.1841180253,111.208381843,27.8588837544
深圳,娄底,4,113.981097454,22.6612174267,111.208381843,27.8588837544
长沙,娄底,60,113.152959363,28.2295131059,111.208381843,27.8588837544
秦皇岛,娄底,4,119.183889469,40.0884882838,111.208381843,27.8588837544
北京,湘潭,10,116.409349256,40.1841180253,112.530368577,27.7049103307
深圳,湘潭,4,113.981097454,22.6612174267,112.530368577,27.7049103307
长沙,湘潭,103,113.152959363,28.2295131059,112.530368577,27.7049103307
株洲,湘潭,4,113.519552948,27.1163929922,112.530368577,27.7049103307
北京,渭南,10,116.409349256,40.1841180253,109.856936314,34.9518234916
深圳,渭南,4,113.981097454,22.6612174267,109.856936314,34.9518234916
苏州,渭南,5,120.64180324,31.3759706021,109.856936314,34.9518234916
西安,渭南,146,108.789503511,34.1107819802,109.856936314,34.9518234916
咸阳,渭南,4,108.4494129,34.8272305748,109.856936314,34.9518234916
北京,滁州,10,116.409349256,40.1841180253,118.098885241,32.5449846607
上海,滁州,53,121.404084553,31.0844617511,118.098885241,32.5449846607
深圳,滁州,11,113.981097454,22.6612174267,118.098885241,32.5449846607
杭州,滁州,9,119.484701009,29.9049798065,118.098885241,32.5449846607
苏州,滁州,14,120.64180324,31.3759706021,118.098885241,32.5449846607
南京,滁州,83,118.842463658,31.9287592963,118.098885241,32.5449846607
合肥,滁州,112,117.286266302,31.9771580754,118.098885241,32.5449846607
芜湖,滁州,6,118.326617536,31.0667366723,118.098885241,32.5449846607
北京,泸州,10,116.409349256,40.1841180253,105.462113801,28.5508654308
深圳,泸州,4,113.981097454,22.6612174267,105.462113801,28.5508654308
成都,泸州,67,103.501067544,30.5086877776,105.462113801,28.5508654308
重庆,泸州,8,107.864385258,30.0553736852,105.462113801,28.5508654308
西安,泸州,3,108.789503511,34.1107819802,105.462113801,28.5508654308
昆明,泸州,8,102.875102299,25.3852977816,105.462113801,28.5508654308
乐山,泸州,4,103.532404151,29.1782825258,105.462113801,28.5508654308
北京,佳木斯,10,116.409349256,40.1841180253,132.200214943,47.255087237
福州,佳木斯,3,119.156889973,26.0641963059,132.200214943,47.255087237
大连,佳木斯,3,122.219575666,39.6124317573,132.200214943,47.255087237
哈尔滨,佳木斯,106,127.962992428,45.6369913133,132.200214943,47.255087237
抚州,佳木斯,67,116.433348614,27.5092972994,132.200214943,47.255087237
北京,攀枝花,10,116.409349256,40.1841180253,101.731413397,26.8061938317
成都,攀枝花,35,103.501067544,30.5086877776,101.731413397,26.8061938317
北京,吕梁,10,116.409349256,40.1841180253,111.262529043,37.6767890314
深圳,吕梁,4,113.981097454,22.6612174267,111.262529043,37.6767890314
石家庄,吕梁,7,114.44284612,38.1289585008,111.262529043,37.6767890314
太原,吕梁,120,112.314062259,37.9595409573,111.262529043,37.6767890314
北京,郴州,9,116.409349256,40.1841180253,113.134839925,25.8116998935
深圳,郴州,13,113.981097454,22.6612174267,113.134839925,25.8116998935
长沙,郴州,89,113.152959363,28.2295131059,113.134839925,25.8116998935
徐州,郴州,4,117.480705662,34.2587766939,113.134839925,25.8116998935
北京,邵阳,9,116.409349256,40.1841180253,110.915650898,26.8726168321
长沙,邵阳,61,113.152959363,28.2295131059,110.915650898,26.8726168321
北京,自贡,9,116.409349256,40.1841180253,104.961213664,29.2217954232
成都,自贡,47,103.501067544,30.5086877776,104.961213664,29.2217954232
北京,朔州,9,116.409349256,40.1841180253,112.731072685,39.4515425822
太原,朔州,26,112.314062259,37.9595409573,112.731072685,39.4515425822
北京,宁德,9,116.409349256,40.1841180253,119.525337183,27.1525886371
上海,宁德,14,121.404084553,31.0844617511,119.525337183,27.1525886371
福州,宁德,66,119.156889973,26.0641963059,119.525337183,27.1525886371
泉州,宁德,7,118.255654583,25.211170451,119.525337183,27.1525886371
北京,揭阳,9,116.409349256,40.1841180253,116.116729307,23.3375364966
深圳,揭阳,12,113.981097454,22.6612174267,116.116729307,23.3375364966
北京,抚顺,9,116.409349256,40.1841180253,124.653898593,41.8327974774
深圳,抚顺,5,113.981097454,22.6612174267,124.653898593,41.8327974774
广州,抚顺,5,113.535309762,23.3572458759,124.653898593,41.8327974774
沈阳,抚顺,24,123.136692183,42.093659482,124.653898593,41.8327974774
秦皇岛,抚顺,5,119.183889469,40.0884882838,124.653898593,41.8327974774
北京,乌海,9,116.409349256,40.1841180253,106.882873414,39.5669625568
上海,乌海,4,121.404084553,31.0844617511,106.882873414,39.5669625568
呼和浩特,乌海,8,111.399370918,40.5810079565,106.882873414,39.5669625568
包头,乌海,3,110.218042216,41.6418500189,106.882873414,39.5669625568
阿拉善盟,乌海,4,102.484793321,40.4997342418,106.882873414,39.5669625568
北京,三明,8,116.409349256,40.1841180253,117.397600532,26.2993359511
深圳,三明,5,113.981097454,22.6612174267,117.397600532,26.2993359511
福州,三明,196,119.156889973,26.0641963059,117.397600532,26.2993359511
厦门,三明,336,118.110687591,24.6830448658,117.397600532,26.2993359511
西安,三明,20,108.789503511,34.1107819802,117.397600532,26.2993359511
泉州,三明,19,118.255654583,25.211170451,117.397600532,26.2993359511
丽水,三明,3,119.510527575,28.1982961548,117.397600532,26.2993359511
北京,六盘水,8,116.409349256,40.1841180253,104.651762927,25.8547514439
成都,六盘水,4,103.501067544,30.5086877776,104.651762927,25.8547514439
重庆,六盘水,11,107.864385258,30.0553736852,104.651762927,25.8547514439
南昌,六盘水,4,116.024443256,28.6633621609,104.651762927,25.8547514439
昆明,六盘水,7,102.875102299,25.3852977816,104.651762927,25.8547514439
贵阳,六盘水,55,106.707306335,26.8429934259,104.651762927,25.8547514439
宜春,六盘水,4,115.061146398,28.5700976185,104.651762927,25.8547514439
泸州,六盘水,7,105.462113801,28.5508654308,104.651762927,25.8547514439
遵义,六盘水,5,107.086352088,28.1676619107,104.651762927,25.8547514439
北京,焦作,8,116.409349256,40.1841180253,113.117443123,35.1061306585
重庆,焦作,3,107.864385258,30.0553736852,113.117443123,35.1061306585
郑州,焦作,92,113.471850802,34.6263627848,113.117443123,35.1061306585
安阳,焦作,12,114.636913626,35.4832428865,113.117443123,35.1061306585
菏泽,焦作,3,115.689680141,35.1533992642,113.117443123,35.1061306585
北京,白银,8,116.409349256,40.1841180253,105.025181453,36.2452049344
武汉,白银,16,114.338092289,30.6256542221,105.025181453,36.2452049344
兰州,白银,38,103.638543494,36.3489055767,105.025181453,36.2452049344
定西,白银,4,104.450809433,35.1188717502,105.025181453,36.2452049344
北京,黑河,8,116.409349256,40.1841180253,126.996351701,49.2530986124
武汉,黑河,4,114.338092289,30.6256542221,126.996351701,49.2530986124
哈尔滨,黑河,31,127.962992428,45.6369913133,126.996351701,49.2530986124
齐齐哈尔,黑河,9,124.533878694,47.6967626516,126.996351701,49.2530986124
北京,漯河,8,116.409349256,40.1841180253,113.902628459,33.6568181728
郑州,漯河,5,113.471850802,34.6263627848,113.902628459,33.6568181728
北京,兴安盟,7,116.409349256,40.1841180253,121.38567335,46.2157994401
呼和浩特,兴安盟,3,111.399370918,40.5810079565,121.38567335,46.2157994401
北京,白城,7,116.409349256,40.1841180253,123.010020734,45.3426110899
长春,白城,27,125.766739888,44.3768728237,123.010020734,45.3426110899
北京,益阳,7,116.409349256,40.1841180253,111.808649049,28.3334333691
长沙,益阳,71,113.152959363,28.2295131059,111.808649049,28.3334333691
北京,四平,6,116.409349256,40.1841180253,124.473024459,43.5691446169
长春,四平,36,125.766739888,44.3768728237,124.473024459,43.5691446169
秦皇岛,四平,5,119.183889469,40.0884882838,124.473024459,43.5691446169
北京,淮北,6,116.409349256,40.1841180253,116.694557639,33.7492103836
上海,淮北,6,121.404084553,31.0844617511,116.694557639,33.7492103836
合肥,淮北,23,117.286266302,31.9771580754,116.694557639,33.7492103836
南昌,淮北,4,116.024443256,28.6633621609,116.694557639,33.7492103836
宿州,淮北,4,117.212164673,33.859664667,116.694557639,33.7492103836
北京,石嘴山,6,116.409349256,40.1841180253,106.517788673,38.9755007252
苏州,石嘴山,5,120.64180324,31.3759706021,106.517788673,38.9755007252
武汉,石嘴山,3,114.338092289,30.6256542221,106.517788673,38.9755007252
银川,石嘴山,61,106.341244948,38.2192835973,106.517788673,38.9755007252
北京,肇庆,6,116.409349256,40.1841180253,112.202555079,23.5397260823
深圳,肇庆,21,113.981097454,22.6612174267,112.202555079,23.5397260823
广州,肇庆,54,113.535309762,23.3572458759,112.202555079,23.5397260823
佛山,肇庆,12,112.94508169,23.0127749858,112.202555079,23.5397260823
中山,肇庆,4,113.389491138,22.5221140275,112.202555079,23.5397260823
江门,肇庆,4,112.667787985,22.2980836353,112.202555079,23.5397260823
北京,本溪,4,116.409349256,40.1841180253,124.077613678,41.1907857988
天津,本溪,5,117.332394543,39.3085542563,124.077613678,41.1907857988
沈阳,本溪,14,123.136692183,42.093659482,124.077613678,41.1907857988
秦皇岛,本溪,5,119.183889469,40.0884882838,124.077613678,41.1907857988
北京,丽水,4,116.409349256,40.1841180253,119.510527575,28.1982961548
上海,丽水,41,121.404084553,31.0844617511,119.510527575,28.1982961548
杭州,丽水,102,119.484701009,29.9049798065,119.510527575,28.1982961548
宁波,丽水,5,121.462283516,29.7195882339,119.510527575,28.1982961548
温州,丽水,28,120.010122334,27.6625993395,119.510527575,28.1982961548
昆明,丽水,3,102.875102299,25.3852977816,119.510527575,28.1982961548
北京,松原,4,116.409349256,40.1841180253,124.475153872,44.8001982261
上海,松原,6,121.404084553,31.0844617511,124.475153872,44.8001982261
长春,松原,32,125.766739888,44.3768728237,124.475153872,44.8001982261
北京,梅州,4,116.409349256,40.1841180253,116.07866931,24.2018151873
深圳,梅州,31,113.981097454,22.6612174267,116.07866931,24.2018151873
广州,梅州,22,113.535309762,23.3572458759,116.07866931,24.2018151873
中山,梅州,4,113.389491138,22.5221140275,116.07866931,24.2018151873
北京,毕节,4,116.409349256,40.1841180253,105.210244633,27.0684334498
北京,毕节,4,116.409349256,40.1841180253,105.210244633,27.0684334498
深圳,毕节,4,113.981097454,22.6612174267,105.210244633,27.0684334498
深圳,毕节,4,113.981097454,22.6612174267,105.210244633,27.0684334498
贵阳,毕节,27,106.707306335,26.8429934259,105.210244633,27.0684334498
贵阳,毕节,27,106.707306335,26.8429934259,105.210244633,27.0684334498
北京,汕头,4,116.409349256,40.1841180253,116.555530272,23.330681385
上海,汕头,4,121.404084553,31.0844617511,116.555530272,23.330681385
深圳,汕头,27,113.981097454,22.6612174267,116.555530272,23.330681385
广州,汕头,15,113.535309762,23.3572458759,116.555530272,23.330681385
北京,河池,4,116.409349256,40.1841180253,107.840098932,24.6445183862
南宁,河池,74,108.464015667,23.0584134307,107.840098932,24.6445183862
柳州,河池,3,109.379696501,24.9370611389,107.840098932,24.6445183862
北京,玉林,4,116.409349256,40.1841180253,110.182564447,22.4428700016
上海,玉林,6,121.404084553,31.0844617511,110.182564447,22.4428700016
宁波,玉林,5,121.462283516,29.7195882339,110.182564447,22.4428700016
南宁,玉林,105,108.464015667,23.0584134307,110.182564447,22.4428700016
桂林,玉林,3,110.511766561,25.3519452869,110.182564447,22.4428700016
茂名,玉林,4,110.952666315,22.0152368131,110.182564447,22.4428700016
北京,北海,4,116.409349256,40.1841180253,109.335612571,21.6793992485
上海,北海,3,121.404084553,31.0844617511,109.335612571,21.6793992485
深圳,北海,4,113.981097454,22.6612174267,109.335612571,21.6793992485
南宁,北海,27,108.464015667,23.0584134307,109.335612571,21.6793992485
威海,北海,3,121.982230785,37.1191305819,109.335612571,21.6793992485
北京,南充,4,116.409349256,40.1841180253,106.20434408,31.1959423625
成都,南充,103,103.501067544,30.5086877776,106.20434408,31.1959423625
北京,丽江,4,116.409349256,40.1841180253,100.524832949,26.9419138638
拉萨,丽江,4,91.1028799309,30.0334521208,100.524832949,26.9419138638
厦门,丽江,3,118.110687591,24.6830448658,100.524832949,26.9419138638
昆明,丽江,46,102.875102299,25.3852977816,100.524832949,26.9419138638
北京,景德镇,4,116.409349256,40.1841180253,117.269337981,29.3071248951
上海,景德镇,10,121.404084553,31.0844617511,117.269337981,29.3071248951
